Date,Adj Close,Close,High,Low,Open,Volume
1999-03-10,80.08868408203125,129.1875,129.25,127.78125,128.46875,3950000
1999-03-11,80.97987365722656,130.625,131.1875,128.875,129.6875,6583700
1999-03-12,80.20491790771484,129.375,131.03125,129.21875,131.0,5286500
1999-03-15,81.34796142578125,131.21875,131.25,129.5,129.9375,5394400
1999-03-16,81.0379867553711,130.71875,131.65625,130.46875,131.125,4547500
1999-03-17,80.68929290771484,130.15625,130.9375,129.625,130.6875,4524100
1999-03-18,81.98725128173828,132.25,132.375,129.75,129.78125,3506300
1999-03-19,80.59368896484375,129.6875,132.625,129.6875,132.3125,5526700
1999-03-22,80.74905395507812,129.9375,130.59375,129.421875,130.0625,4603800
1999-03-23,78.41867065429688,126.1875,129.53125,125.703125,129.3125,9713800
1999-03-24,78.86527252197266,126.90625,127.171875,125.625,126.84375,6280900
1999-03-25,80.47710418701172,129.5,129.5,127.75,128.0625,6639600
1999-03-26,79.89456176757812,128.5625,129.125,127.71875,128.625,6159700
1999-03-29,81.50643920898438,131.15625,131.4375,129.15625,129.15625,5863900
1999-03-30,81.07918548583984,130.46875,131.21875,129.5625,129.9375,5401400
1999-03-31,79.77803802490234,128.375,131.609375,128.3125,131.15625,7413600
1999-04-01,80.38005065917969,129.34375,129.6875,128.125,129.6875,7683600
1999-04-05,82.28321838378906,132.40625,132.59375,130.25,130.9375,5791100
1999-04-06,82.08905792236328,132.09375,132.984375,131.15625,132.1875,5381300
1999-04-07,82.74935913085938,133.15625,133.375,131.375,132.6875,6248600
1999-04-08,83.79802703857422,134.84375,134.9375,132.28125,133.1875,5909100
1999-04-09,83.81741333007812,134.875,135.5,133.59375,134.4375,4365800
1999-04-12,84.71077728271484,136.3125,136.40625,133.21875,133.46875,8213200
1999-04-13,84.1670150756836,135.4375,136.46875,134.5,136.25,10071400
1999-04-14,82.74935913085938,133.15625,136.0625,132.6875,136.0625,11551700
1999-04-15,82.4385757446289,132.65625,133.5625,131.0,133.4375,11150000
1999-04-16,81.73945617675781,131.53125,132.90625,131.1875,132.90625,6476200
1999-04-19,80.47710418701172,129.5,134.53125,128.375,132.6875,12487200
1999-04-20,81.48701477050781,131.125,131.1875,129.0,129.8125,9049600
1999-04-21,83.81741333007812,134.875,135.625,130.40625,131.0625,5772200
1999-04-22,84.6136245727539,136.15625,136.375,134.390625,135.125,6897400
1999-04-23,84.40003204345703,135.8125,136.75,135.0,135.875,4593100
1999-04-26,84.88553619384766,136.59375,136.8125,135.46875,136.5,3606500
1999-04-27,85.29334259033203,137.25,137.5,135.84375,137.125,5147200
1999-04-28,84.12812805175781,135.375,137.25,135.0,136.4375,5544300
1999-04-29,83.48726654052734,134.34375,136.0625,133.8125,135.5625,9824300
1999-04-30,82.80757904052734,133.25,135.625,131.5,135.09375,10991900
1999-05-03,84.32234954833984,135.6875,135.84375,133.09375,133.4375,10709700
1999-05-04,83.11829376220703,133.75,135.8125,133.125,135.125,10509300
1999-05-05,83.77859497070312,134.8125,135.0625,131.84375,133.9375,10032300
1999-05-06,83.26396942138672,133.984375,135.125,132.375,134.4375,13507200
1999-05-07,83.89512634277344,135.0,135.125,133.4375,134.5,8680700
1999-05-10,83.47759246826172,134.328125,135.71875,133.53125,134.84375,5580100
1999-05-11,84.32234954833984,135.6875,136.875,134.71875,135.3125,7000600
1999-05-12,84.98261260986328,136.75,137.21875,131.5,135.75,13865800
1999-05-13,85.35159301757812,137.34375,138.0,136.8125,137.25,4485700
1999-05-14,83.13772583007812,133.78125,135.875,133.5,134.5625,8370100
1999-05-17,83.39019775390625,134.1875,134.484375,132.375,133.625,6268100
1999-05-18,83.23481750488281,133.9375,134.984375,132.625,134.53125,8218600
1999-05-19,83.83685302734375,134.90625,135.0,133.25,134.46875,5052400
1999-05-20,83.33192443847656,134.09375,135.59375,134.0625,135.125,4670400
1999-05-21,82.86582946777344,133.34375,134.6875,132.59375,134.125,6418200
1999-05-24,81.48701477050781,131.125,133.84375,130.390625,133.84375,7952000
1999-05-25,80.16644287109375,129.0,132.34375,128.4375,131.375,15406400
1999-05-26,81.05979919433594,130.4375,131.0,128.09375,129.3125,12575900
1999-05-27,79.89456176757812,128.5625,130.28125,128.0,129.84375,14515400
1999-05-28,80.91407775878906,130.203125,130.75,128.59375,129.0,8748000
1999-06-01,80.63256072998047,129.75,130.15625,128.375,130.125,6705300
1999-06-02,80.7101821899414,129.875,130.1875,128.015625,129.75,6981900
1999-06-03,81.15685272216797,130.59375,130.875,129.78125,130.6875,6076600
1999-06-04,82.78817749023438,133.21875,133.359375,130.9375,131.46875,9787200
1999-06-07,83.00174713134766,133.5625,134.1875,132.90625,133.4375,5299100
1999-06-08,82.18611145019531,132.25,133.796875,131.59375,133.375,4895700
1999-06-09,82.10847473144531,132.125,133.09375,131.8125,132.40625,7409700
1999-06-10,81.35104370117188,130.90625,131.46875,129.59375,131.4375,7040700
1999-06-11,80.67137145996094,129.8125,132.21875,129.09375,131.21875,12824800
1999-06-14,80.74905395507812,129.9375,130.75,129.546875,130.6875,6823500
