Date,Adj Close,Close,High,Low,Open,Volume
2012-06-01,90.51009368896484,121.01000213623047,122.41999816894531,120.91000366210938,122.12999725341797,11815100
2012-06-04,90.33805084228516,120.77999877929688,121.27999877929688,120.19000244140625,121.08999633789062,6369000
2012-06-05,90.56996154785156,121.08999633789062,121.31999969482422,120.5199966430664,120.63999938964844,6619900
2012-06-06,92.69416046142578,123.93000030517578,123.98999786376953,121.94999694824219,121.98999786376953,6138400
2012-06-07,93.13541412353516,124.5199966430664,125.43000030517578,124.26000213623047,125.16999816894531,8806300
2012-06-08,93.81610107421875,125.43000030517578,125.43000030517578,123.86000061035156,124.12000274658203,4432700
2012-06-11,92.7315673828125,123.9800033569336,126.48999786376953,123.8499984741211,126.37999725341797,7232100
2012-06-12,93.93576049804688,125.58999633789062,125.66000366210938,124.04000091552734,124.4000015258789,4923700
2012-06-13,93.41217803955078,124.88999938964844,125.94000244140625,124.4800033569336,125.33999633789062,4687100
2012-06-14,94.51911926269531,126.37000274658203,126.94000244140625,124.94999694824219,125.12000274658203,8162700
2012-06-15,95.41082763671875,127.33999633789062,127.4800033569336,126.63999938964844,126.7699966430664,6268400
2012-06-18,95.2534408569336,127.12999725341797,127.54000091552734,126.6500015258789,126.80000305175781,4568500
2012-06-19,95.95026397705078,128.05999755859375,128.7100067138672,127.51000213623047,127.7300033569336,3869500
2012-06-20,95.87535095214844,127.95999908447266,128.49000549316406,127.11000061035156,128.1199951171875,9212800
2012-06-21,93.98721313476562,125.44000244140625,128.33999633789062,125.33999633789062,128.14999389648438,7702600
2012-06-22,94.5790786743164,126.2300033569336,126.4800033569336,125.77999877929688,126.12999725341797,5295800
2012-06-25,93.47765350341797,124.76000213623047,125.08999633789062,124.31999969482422,125.05999755859375,5922300
2012-06-26,93.7174301147461,125.08000183105469,125.51000213623047,124.25,125.02999877929688,7551600
2012-06-27,94.41426849365234,126.01000213623047,126.2300033569336,125.31999969482422,125.4000015258789,3717100
2012-06-28,94.2569351196289,125.80000305175781,125.86000061035156,124.25,125.0199966430664,6460100
2012-06-29,96.24247741699219,128.4499969482422,128.57000732421875,127.44000244140625,127.75,5844400
2012-07-02,96.17504119873047,128.36000061035156,128.77000427246094,127.69000244140625,128.6199951171875,3837000
2012-07-03,96.76691436767578,129.14999389648438,129.22999572753906,128.24000549316406,128.3699951171875,2717700
2012-07-05,96.48970031738281,128.77999877929688,129.41000366210938,128.3000030517578,128.6199951171875,6637500
2012-07-06,95.5831527709961,127.56999969482422,127.80999755859375,126.87000274658203,127.79000091552734,4341400
2012-07-09,95.33586120605469,127.23999786376953,127.5,126.70999908447266,127.41999816894531,4503800
2012-07-10,94.66903686523438,126.3499984741211,128.13999938964844,125.91000366210938,127.95999908447266,6730900
2012-07-11,94.33934783935547,125.91000366210938,126.48999786376953,125.19000244140625,126.43000030517578,6839500
2012-07-12,94.08454895019531,125.56999969482422,126.16000366210938,124.7699966430664,125.20999908447266,4412400
2012-07-13,95.62059020996094,127.62000274658203,127.70999908447266,125.86000061035156,125.91999816894531,3942000
2012-07-16,95.24596405029297,127.12000274658203,127.51000213623047,126.75,127.25,1991700
2012-07-17,95.77044677734375,127.81999969482422,128.14999389648438,126.29000091552734,127.52999877929688,3326900
2012-07-18,96.62460327148438,128.9600067138672,129.14999389648438,127.43000030517578,127.48999786376953,3099300
2012-07-19,96.894287109375,129.32000732421875,129.7100067138672,128.80999755859375,129.27000427246094,3845000
2012-07-20,96.0913314819336,128.0399932861328,128.66000366210938,127.80999755859375,128.35000610351562,7435600
2012-07-23,95.24324035644531,126.91000366210938,127.18000030517578,125.52999877929688,126.0199966430664,4647900
2012-07-24,94.45529174804688,125.86000061035156,127.01000213623047,124.94000244140625,126.93000030517578,7077400
2012-07-25,94.94309997558594,126.51000213623047,127.04000091552734,126.0,126.5999984741211,3872300
2012-07-26,96.49658203125,128.5800018310547,129.02999877929688,127.93000030517578,128.1699981689453,8074000
2012-07-27,97.96752166748047,130.5399932861328,130.88999938964844,128.97999572753906,129.02000427246094,7463900
2012-07-30,97.86243438720703,130.39999389648438,130.99000549316406,130.1199951171875,130.30999755859375,4235800
2012-07-31,97.32962799072266,129.69000244140625,130.52999877929688,129.69000244140625,130.25,4783400
2012-08-01,97.14946746826172,129.4499969482422,130.5,129.17999267578125,130.47000122070312,5770000
2012-08-02,96.46656036376953,128.5399932861328,129.2899932861328,127.51000213623047,128.66000366210938,10915200
2012-08-03,98.11013793945312,130.72999572753906,131.07000732421875,129.8800048828125,130.05999755859375,7768300
2012-08-06,98.2376708984375,130.89999389648438,131.61000061035156,130.8800048828125,130.94000244140625,4572700
2012-08-07,98.59795379638672,131.3800048828125,131.88999938964844,131.2899932861328,131.32000732421875,3584500
2012-08-08,98.72549438476562,131.5500030517578,131.83999633789062,130.88999938964844,130.94000244140625,3003900
2012-08-09,98.74053955078125,131.57000732421875,131.8699951171875,131.11000061035156,131.5,3355100
2012-08-10,99.01070404052734,131.92999267578125,131.9499969482422,130.7899932861328,131.14999389648438,4410400
2012-08-13,98.77799987792969,131.6199951171875,131.89999389648438,131.02000427246094,131.74000549316406,3986700
2012-08-14,98.80799865722656,131.66000366210938,132.16000366210938,131.32000732421875,132.0500030517578,3421500
2012-08-15,98.85305786132812,131.72000122070312,131.99000549316406,131.44000244140625,131.50999450683594,2834800
2012-08-16,99.49099731445312,132.57000732421875,132.75,131.5,131.77000427246094,5340400
2012-08-17,99.64070892333984,132.4199981689453,132.52000427246094,132.19000244140625,132.2899932861328,2484300
2012-08-20,99.61063385009766,132.3800048828125,132.47000122070312,131.99000549316406,132.19000244140625,2266700
2012-08-21,99.15159606933594,131.77000427246094,133.02000427246094,131.57000732421875,132.57000732421875,4094500
2012-08-22,98.9258804321289,131.47000122070312,131.8000030517578,130.94000244140625,131.57000732421875,4496200
2012-08-23,98.10567474365234,130.3800048828125,131.2899932861328,130.1999969482422,131.25999450683594,4159600
2012-08-24,98.85813903808594,131.3800048828125,131.55999755859375,130.05999755859375,130.2100067138672,4202400
2012-08-27,98.61737060546875,131.05999755859375,131.57000732421875,130.9499969482422,131.4199981689453,1806500
2012-08-28,98.46687316894531,130.86000061035156,131.3000030517578,130.60000610351562,130.75,3028000
2012-08-29,98.5119857788086,130.9199981689453,131.27999877929688,130.6300048828125,130.8699951171875,2400400
2012-08-30,97.75956726074219,129.9199981689453,130.38999938964844,129.64999389648438,130.3800048828125,4120700
2012-08-31,98.48188018798828,130.8800048828125,131.39999389648438,130.0399932861328,130.63999938964844,5447700
2012-09-04,97.99282836914062,130.22999572753906,130.8000030517578,129.6300048828125,130.74000549316406,4106900
2012-09-05,98.09815979003906,130.3699951171875,130.8300018310547,130.0399932861328,130.3699951171875,2828800
2012-09-06,99.94168853759766,132.82000732421875,132.8300018310547,131.16000366210938,131.16000366210938,5559400
2012-09-07,100.03202819824219,132.94000244140625,133.08999633789062,132.57000732421875,132.88999938964844,4827700
2012-09-10,99.6858901977539,132.47999572753906,133.16000366210938,132.4199981689453,132.77000427246094,2296800
2012-09-11,100.1448745727539,133.08999633789062,133.4499969482422,132.58999633789062,132.60000610351562,2824400
2012-09-12,100.35552215576172,133.3699951171875,133.64999389648438,133.0800018310547,133.4600067138672,1953900
2012-09-13,101.87552642822266,135.38999938964844,135.7100067138672,133.2100067138672,133.27000427246094,6975700
2012-09-14,102.22913360595703,135.86000061035156,136.47999572753906,135.41000366210938,135.6199951171875,5186100
2012-09-17,101.98086547851562,135.52999877929688,135.8800048828125,135.24000549316406,135.57000732421875,2606500
2012-09-18,102.04106903076172,135.61000061035156,135.7899932861328,135.14999389648438,135.14999389648438,3375400
2012-09-19,102.13135528564453,135.72999572753906,136.24000549316406,135.5500030517578,135.85000610351562,3080800
2012-09-20,102.2968521118164,135.9499969482422,135.97999572753906,135.0,135.1999969482422,6949700
2012-09-21,102.14680480957031,135.47000122070312,136.24000549316406,135.39999389648438,136.2100067138672,5318100
2012-09-24,102.03377532958984,135.32000732421875,135.72999572753906,134.8800048828125,134.9199981689453,2706900
