ts,ny,cet,ny_min,desde_apertura,dow,nas,dur_min,c9
2024-05-28 05:00:00.404000+00:00,2024-05-28 01:00:00.404000-04:00,2024-05-28 07:00:00.404000+02:00,60,-510,1,1.0,360.2978166666666,+NASDAQ 100 (Mini)
2024-05-30 01:20:00.190000+00:00,2024-05-29 21:20:00.190000-04:00,2024-05-30 03:20:00.190000+02:00,1280,710,2,-1.0,279.9988,-NASDAQ 100 (Mini)
2024-05-30 20:00:00.112000+00:00,2024-05-30 16:00:00.112000-04:00,2024-05-30 22:00:00.112000+02:00,960,390,3,-1.0,30.099183333333333,-NASDAQ 100 (Mini)
2024-05-31 17:30:00.433000+00:00,2024-05-31 13:30:00.433000-04:00,2024-05-31 19:30:00.433000+02:00,810,240,4,-1.0,114.91043333333333,-NASDAQ 100 (Mini)
2024-06-03 08:55:00.265000+00:00,2024-06-03 04:55:00.265000-04:00,2024-06-03 10:55:00.265000+02:00,295,-275,0,1.0,296.20958333333334,+NASDAQ 100 (Mini)
2024-06-04 17:50:00.193000+00:00,2024-06-04 13:50:00.193000-04:00,2024-06-04 19:50:00.193000+02:00,830,260,1,1.0,72.03501666666666,+NASDAQ 100 (Mini)
2024-06-05 03:20:09.559000+00:00,2024-06-04 23:20:09.559000-04:00,2024-06-05 05:20:09.559000+02:00,1400,830,1,1.0,227.70478333333332,+NASDAQ 100 (Mini)
2024-06-05 13:45:00.195000+00:00,2024-06-05 09:45:00.195000-04:00,2024-06-05 15:45:00.195000+02:00,585,15,2,1.0,149.9993166666667,+NASDAQ 100 (Mini)
2024-06-05 16:20:00.110000+00:00,2024-06-05 12:20:00.110000-04:00,2024-06-05 18:20:00.110000+02:00,740,170,2,1.0,60.83088333333333,+NASDAQ 100 (Mini)
2024-06-05 17:35:00.334000+00:00,2024-06-05 13:35:00.334000-04:00,2024-06-05 19:35:00.334000+02:00,815,245,2,1.0,119.9984,+NASDAQ 100 (Mini)
2024-06-05 19:40:00.148000+00:00,2024-06-05 15:40:00.148000-04:00,2024-06-05 21:40:00.148000+02:00,940,370,2,1.0,230.00245,+NASDAQ 100 (Mini)
2024-06-06 02:15:00.860000+00:00,2024-06-05 22:15:00.860000-04:00,2024-06-06 04:15:00.860000+02:00,1335,765,2,1.0,703.8377166666667,+NASDAQ 100 (Mini)
2024-06-07 13:35:00.245000+00:00,2024-06-07 09:35:00.245000-04:00,2024-06-07 15:35:00.245000+02:00,575,5,4,-1.0,16.792666666666666,-NASDAQ 100 (Mini)
2024-06-10 08:20:00.243000+00:00,2024-06-10 04:20:00.243000-04:00,2024-06-10 10:20:00.243000+02:00,260,-310,0,-1.0,392.07325000000003,-NASDAQ 100 (Mini)
2024-06-10 22:03:02.303000+00:00,2024-06-10 18:03:02.303000-04:00,2024-06-11 00:03:02.303000+02:00,1083,513,0,1.0,716.8816499999999,+NASDAQ 100 (Mini)
2024-06-12 00:30:00.297000+00:00,2024-06-11 20:30:00.297000-04:00,2024-06-12 02:30:00.297000+02:00,1230,660,1,1.0,720.0171166666667,+NASDAQ 100 (Mini)
2024-06-12 14:50:00.068000+00:00,2024-06-12 10:50:00.068000-04:00,2024-06-12 16:50:00.068000+02:00,650,80,2,1.0,190.03063333333333,+NASDAQ 100 (Mini)
2024-06-13 00:00:00.291000+00:00,2024-06-12 20:00:00.291000-04:00,2024-06-13 02:00:00.291000+02:00,1200,630,2,1.0,310.059,+NASDAQ 100 (Mini)
2024-06-13 08:00:00.147000+00:00,2024-06-13 04:00:00.147000-04:00,2024-06-13 10:00:00.147000+02:00,240,-330,3,1.0,98.90079999999999,+NASDAQ 100 (Mini)
2024-06-13 13:45:00.095000+00:00,2024-06-13 09:45:00.095000-04:00,2024-06-13 15:45:00.095000+02:00,585,15,3,1.0,29.041600000000003,+NASDAQ 100 (Mini)
2024-06-17 01:00:01.779000+00:00,2024-06-16 21:00:01.779000-04:00,2024-06-17 03:00:01.779000+02:00,1260,690,6,1.0,924.9719833333334,+NASDAQ 100 (Mini)
2024-06-17 18:20:00.089000+00:00,2024-06-17 14:20:00.089000-04:00,2024-06-17 20:20:00.089000+02:00,860,290,0,1.0,104.37689999999999,+NASDAQ 100 (Mini)
2024-06-18 08:35:00.217000+00:00,2024-06-18 04:35:00.217000-04:00,2024-06-18 10:35:00.217000+02:00,275,-295,1,1.0,236.87263333333334,+NASDAQ 100 (Mini)
2024-06-20 02:25:00.425000+00:00,2024-06-19 22:25:00.425000-04:00,2024-06-20 04:25:00.425000+02:00,1345,775,2,1.0,239.99918333333332,+NASDAQ 100 (Mini)
2024-06-20 19:20:00.140000+00:00,2024-06-20 15:20:00.140000-04:00,2024-06-20 21:20:00.140000+02:00,920,350,3,-1.0,32.004466666666666,-NASDAQ 100 (Mini)
2024-06-21 08:10:00.190000+00:00,2024-06-21 04:10:00.190000-04:00,2024-06-21 10:10:00.190000+02:00,250,-320,4,-1.0,55.000099999999996,-NASDAQ 100 (Mini)
2024-06-24 13:48:40.119000+00:00,2024-06-24 09:48:40.119000-04:00,2024-06-24 15:48:40.119000+02:00,588,18,0,-1.0,10.010233333333334,-NASDAQ 100 (Mini)
2024-06-24 16:40:00.260000+00:00,2024-06-24 12:40:00.260000-04:00,2024-06-24 18:40:00.260000+02:00,760,190,0,-1.0,124.99866666666667,-NASDAQ 100 (Mini)
2024-06-24 19:00:00.185000+00:00,2024-06-24 15:00:00.185000-04:00,2024-06-24 21:00:00.185000+02:00,900,330,0,-1.0,62.00105,-NASDAQ 100 (Mini)
2024-06-25 19:00:00.118000+00:00,2024-06-25 15:00:00.118000-04:00,2024-06-25 21:00:00.118000+02:00,900,330,1,1.0,404.99971666666664,+NASDAQ 100 (Mini)
2024-06-26 03:05:00.386000+00:00,2024-06-25 23:05:00.386000-04:00,2024-06-26 05:05:00.386000+02:00,1385,815,1,1.0,319.99920000000003,+NASDAQ 100 (Mini)
2024-06-26 08:45:00.208000+00:00,2024-06-26 04:45:00.208000-04:00,2024-06-26 10:45:00.208000+02:00,285,-285,2,1.0,102.40038333333334,+NASDAQ 100 (Mini)
2024-06-28 02:50:00.215000+00:00,2024-06-27 22:50:00.215000-04:00,2024-06-28 04:50:00.215000+02:00,1370,800,3,1.0,614.1235333333333,+NASDAQ 100 (Mini)
2024-07-02 14:20:00.091000+00:00,2024-07-02 10:20:00.091000-04:00,2024-07-02 16:20:00.091000+02:00,620,50,1,1.0,25.057216666666665,+NASDAQ 100 (Mini)
2024-07-02 18:40:00.099000+00:00,2024-07-02 14:40:00.099000-04:00,2024-07-02 20:40:00.099000+02:00,880,310,1,1.0,697.3467833333333,+NASDAQ 100 (Mini)
2024-07-03 14:40:00.108000+00:00,2024-07-03 10:40:00.108000-04:00,2024-07-03 16:40:00.108000+02:00,640,70,2,1.0,129.99995,+NASDAQ 100 (Mini)
2024-07-03 16:55:00.155000+00:00,2024-07-03 12:55:00.155000-04:00,2024-07-03 18:55:00.155000+02:00,775,205,2,1.0,2290.0078999999996,+NASDAQ 100 (Mini)
2024-07-05 14:15:00.202000+00:00,2024-07-05 10:15:00.202000-04:00,2024-07-05 16:15:00.202000+02:00,615,45,4,1.0,149.99741666666665,+NASDAQ 100 (Mini)
2024-07-08 08:45:00.271000+00:00,2024-07-08 04:45:00.271000-04:00,2024-07-08 10:45:00.271000+02:00,285,-285,0,1.0,444.88595,+NASDAQ 100 (Mini)
2024-07-09 08:20:00.132000+00:00,2024-07-09 04:20:00.132000-04:00,2024-07-09 10:20:00.132000+02:00,260,-310,1,1.0,371.3394666666666,+NASDAQ 100 (Mini)
2024-07-10 11:30:01.030000+00:00,2024-07-10 07:30:01.030000-04:00,2024-07-10 13:30:01.030000+02:00,450,-120,2,1.0,212.89010000000002,+NASDAQ 100 (Mini)
2024-07-10 17:30:00.064000+00:00,2024-07-10 13:30:00.064000-04:00,2024-07-10 19:30:00.064000+02:00,810,240,2,1.0,156.03371666666666,+NASDAQ 100 (Mini)
2024-07-11 08:35:00.202000+00:00,2024-07-11 04:35:00.202000-04:00,2024-07-11 10:35:00.202000+02:00,275,-295,3,1.0,255.0821,+NASDAQ 100 (Mini)
2024-07-11 16:20:00.181000+00:00,2024-07-11 12:20:00.181000-04:00,2024-07-11 18:20:00.181000+02:00,740,170,3,-1.0,56.967549999999996,-NASDAQ 100 (Mini)
2024-07-11 17:40:00.138000+00:00,2024-07-11 13:40:00.138000-04:00,2024-07-11 19:40:00.138000+02:00,820,250,3,-1.0,41.596266666666665,-NASDAQ 100 (Mini)
2024-07-12 01:55:00.426000+00:00,2024-07-11 21:55:00.426000-04:00,2024-07-12 03:55:00.426000+02:00,1315,745,3,-1.0,208.6249,-NASDAQ 100 (Mini)
2024-07-15 08:05:00.456000+00:00,2024-07-15 04:05:00.456000-04:00,2024-07-15 10:05:00.456000+02:00,245,-325,0,1.0,449.99395,+NASDAQ 100 (Mini)
2024-07-16 08:00:00.144000+00:00,2024-07-16 04:00:00.144000-04:00,2024-07-16 10:00:00.144000+02:00,240,-330,1,-1.0,22.660616666666666,-NASDAQ 100 (Mini)
2024-07-16 08:30:00.319000+00:00,2024-07-16 04:30:00.319000-04:00,2024-07-16 10:30:00.319000+02:00,270,-300,1,-1.0,124.12505,-NASDAQ 100 (Mini)
2024-07-16 16:10:00.119000+00:00,2024-07-16 12:10:00.119000-04:00,2024-07-16 18:10:00.119000+02:00,730,160,1,-1.0,27.646066666666666,-NASDAQ 100 (Mini)
2024-07-16 18:15:00.107000+00:00,2024-07-16 14:15:00.107000-04:00,2024-07-16 20:15:00.107000+02:00,855,285,1,-1.0,25.0691,-NASDAQ 100 (Mini)
2024-07-17 11:30:00.348000+00:00,2024-07-17 07:30:00.348000-04:00,2024-07-17 13:30:00.348000+02:00,450,-120,2,-1.0,150.95508333333333,-NASDAQ 100 (Mini)
2024-07-17 14:50:00.163000+00:00,2024-07-17 10:50:00.163000-04:00,2024-07-17 16:50:00.163000+02:00,650,80,2,-1.0,130.00061666666667,-NASDAQ 100 (Mini)
2024-07-17 17:10:00.140000+00:00,2024-07-17 13:10:00.140000-04:00,2024-07-17 19:10:00.140000+02:00,790,220,2,-1.0,194.81715,-NASDAQ 100 (Mini)
2024-07-18 15:00:00.120000+00:00,2024-07-18 11:00:00.120000-04:00,2024-07-18 17:00:00.120000+02:00,660,90,3,-1.0,75.00048333333334,-NASDAQ 100 (Mini)
2024-07-18 16:20:00.161000+00:00,2024-07-18 12:20:00.161000-04:00,2024-07-18 18:20:00.161000+02:00,740,170,3,-1.0,14.866516666666666,-NASDAQ 100 (Mini)
2024-07-18 19:05:00.193000+00:00,2024-07-18 15:05:00.193000-04:00,2024-07-18 21:05:00.193000+02:00,905,335,3,-1.0,24.609016666666665,-NASDAQ 100 (Mini)
2024-07-19 08:00:00.169000+00:00,2024-07-19 04:00:00.169000-04:00,2024-07-19 10:00:00.169000+02:00,240,-330,4,-1.0,51.7857,-NASDAQ 100 (Mini)
2024-07-19 15:30:00.081000+00:00,2024-07-19 11:30:00.081000-04:00,2024-07-19 17:30:00.081000+02:00,690,120,4,-1.0,28.48885,-NASDAQ 100 (Mini)
2024-07-19 17:45:00.055000+00:00,2024-07-19 13:45:00.055000-04:00,2024-07-19 19:45:00.055000+02:00,825,255,4,-1.0,22.994066666666665,-NASDAQ 100 (Mini)
2024-07-22 13:00:00.309000+00:00,2024-07-22 09:00:00.309000-04:00,2024-07-22 15:00:00.309000+02:00,540,-30,0,1.0,30.489933333333333,+NASDAQ 100 (Mini)
2024-07-22 13:40:00.125000+00:00,2024-07-22 09:40:00.125000-04:00,2024-07-22 15:40:00.125000+02:00,580,10,0,1.0,20.997083333333332,+NASDAQ 100 (Mini)
2024-07-22 15:05:00.120000+00:00,2024-07-22 11:05:00.120000-04:00,2024-07-22 17:05:00.120000+02:00,665,95,0,1.0,4.6421833333333336,+NASDAQ 100 (Mini)
2024-07-22 18:55:00.190000+00:00,2024-07-22 14:55:00.190000-04:00,2024-07-22 20:55:00.190000+02:00,895,325,0,1.0,83.78215,+NASDAQ 100 (Mini)
2024-07-23 14:20:00.150000+00:00,2024-07-23 10:20:00.150000-04:00,2024-07-23 16:20:00.150000+02:00,620,50,1,1.0,25.74663333333333,+NASDAQ 100 (Mini)
2024-07-24 03:20:02.029000+00:00,2024-07-23 23:20:02.029000-04:00,2024-07-24 05:20:02.029000+02:00,1400,830,1,-1.0,109.97041666666668,-NASDAQ 100 (Mini)
2024-07-24 15:00:00.310000+00:00,2024-07-24 11:00:00.310000-04:00,2024-07-24 17:00:00.310000+02:00,660,90,2,-1.0,60.99736666666667,-NASDAQ 100 (Mini)
2024-07-24 16:55:00.352000+00:00,2024-07-24 12:55:00.352000-04:00,2024-07-24 18:55:00.352000+02:00,775,205,2,-1.0,159.39451666666668,-NASDAQ 100 (Mini)
2024-07-26 17:15:00.073000+00:00,2024-07-26 13:15:00.073000-04:00,2024-07-26 19:15:00.073000+02:00,795,225,4,1.0,20.353383333333333,+NASDAQ 100 (Mini)
2024-07-29 00:05:00.165000+00:00,2024-07-28 20:05:00.165000-04:00,2024-07-29 02:05:00.165000+02:00,1205,635,6,1.0,59.9993,+NASDAQ 100 (Mini)
2024-07-29 02:30:00.134000+00:00,2024-07-28 22:30:00.134000-04:00,2024-07-29 04:30:00.134000+02:00,1350,780,6,1.0,307.61476666666664,+NASDAQ 100 (Mini)
2024-07-30 00:40:00.330000+00:00,2024-07-29 20:40:00.330000-04:00,2024-07-30 02:40:00.330000+02:00,1240,670,0,-1.0,104.99993333333333,-NASDAQ 100 (Mini)
2024-07-30 13:40:00.097000+00:00,2024-07-30 09:40:00.097000-04:00,2024-07-30 15:40:00.097000+02:00,580,10,1,1.0,5.94995,+NASDAQ 100 (Mini)
2024-07-30 16:45:00.085000+00:00,2024-07-30 12:45:00.085000-04:00,2024-07-30 18:45:00.085000+02:00,765,195,1,-1.0,29.713416666666667,-NASDAQ 100 (Mini)
2024-07-31 13:40:00.065000+00:00,2024-07-31 09:40:00.065000-04:00,2024-07-31 15:40:00.065000+02:00,580,10,2,1.0,3.3312833333333334,+NASDAQ 100 (Mini)
2024-07-31 13:44:00.084000+00:00,2024-07-31 09:44:00.084000-04:00,2024-07-31 15:44:00.084000+02:00,584,14,2,1.0,70.99965,+NASDAQ 100 (Mini)
2024-07-31 15:05:00.140000+00:00,2024-07-31 11:05:00.140000-04:00,2024-07-31 17:05:00.140000+02:00,665,95,2,1.0,35.45235,+NASDAQ 100 (Mini)
2024-07-31 15:50:00.114000+00:00,2024-07-31 11:50:00.114000-04:00,2024-07-31 17:50:00.114000+02:00,710,140,2,1.0,98.5288,+NASDAQ 100 (Mini)
2024-07-31 19:40:00.156000+00:00,2024-07-31 15:40:00.156000-04:00,2024-07-31 21:40:00.156000+02:00,940,370,2,1.0,8.12265,+NASDAQ 100 (Mini)
2024-07-31 20:25:00.323000+00:00,2024-07-31 16:25:00.323000-04:00,2024-07-31 22:25:00.323000+02:00,985,415,2,1.0,254.9968,+NASDAQ 100 (Mini)
2024-08-01 16:20:00.083000+00:00,2024-08-01 12:20:00.083000-04:00,2024-08-01 18:20:00.083000+02:00,740,170,3,-1.0,80.62764999999999,-NASDAQ 100 (Mini)
2024-08-01 18:10:00.101000+00:00,2024-08-01 14:10:00.101000-04:00,2024-08-01 20:10:00.101000+02:00,850,280,3,-1.0,60.00055,-NASDAQ 100 (Mini)
2024-08-02 01:05:00.153000+00:00,2024-08-01 21:05:00.153000-04:00,2024-08-02 03:05:00.153000+02:00,1265,695,3,-1.0,120.01365000000001,-NASDAQ 100 (Mini)
2024-08-02 14:55:00.070000+00:00,2024-08-02 10:55:00.070000-04:00,2024-08-02 16:55:00.070000+02:00,655,85,4,-1.0,15.572000000000001,-NASDAQ 100 (Mini)
2024-08-04 23:00:01.331000+00:00,2024-08-04 19:00:01.331000-04:00,2024-08-05 01:00:01.331000+02:00,1140,570,6,-1.0,32.43516666666667,-NASDAQ 100 (Mini)
2024-08-05 00:40:00.105000+00:00,2024-08-04 20:40:00.105000-04:00,2024-08-05 02:40:00.105000+02:00,1240,670,6,-1.0,70.0021,-NASDAQ 100 (Mini)
2024-08-05 01:55:00.360000+00:00,2024-08-04 21:55:00.360000-04:00,2024-08-05 03:55:00.360000+02:00,1315,745,6,-1.0,31.68433333333333,-NASDAQ 100 (Mini)
2024-08-06 00:40:00.390000+00:00,2024-08-05 20:40:00.390000-04:00,2024-08-06 02:40:00.390000+02:00,1240,670,0,1.0,51.0302,+NASDAQ 100 (Mini)
2024-08-06 03:20:00.373000+00:00,2024-08-05 23:20:00.373000-04:00,2024-08-06 05:20:00.373000+02:00,1400,830,0,1.0,49.99693333333333,+NASDAQ 100 (Mini)
2024-08-07 14:10:00.065000+00:00,2024-08-07 10:10:00.065000-04:00,2024-08-07 16:10:00.065000+02:00,610,40,2,1.0,8.281633333333334,+NASDAQ 100 (Mini)
2024-08-08 15:25:00.059000+00:00,2024-08-08 11:25:00.059000-04:00,2024-08-08 17:25:00.059000+02:00,685,115,3,1.0,65.54746666666666,+NASDAQ 100 (Mini)
2024-08-08 16:55:00.232000+00:00,2024-08-08 12:55:00.232000-04:00,2024-08-08 18:55:00.232000+02:00,775,205,3,1.0,11.666116666666666,+NASDAQ 100 (Mini)
2024-08-08 18:35:00.208000+00:00,2024-08-08 14:35:00.208000-04:00,2024-08-08 20:35:00.208000+02:00,875,305,3,1.0,27.953083333333332,+NASDAQ 100 (Mini)
2024-08-12 05:00:00.979000+00:00,2024-08-12 01:00:00.979000-04:00,2024-08-12 07:00:00.979000+02:00,60,-510,0,1.0,524.0007833333333,+NASDAQ 100 (Mini)
2024-08-12 14:30:00.206000+00:00,2024-08-12 10:30:00.206000-04:00,2024-08-12 16:30:00.206000+02:00,630,60,0,1.0,54.199,+NASDAQ 100 (Mini)
2024-08-12 16:40:00.192000+00:00,2024-08-12 12:40:00.192000-04:00,2024-08-12 18:40:00.192000+02:00,760,190,0,1.0,16.42455,+NASDAQ 100 (Mini)
2024-08-13 14:40:00.092000+00:00,2024-08-13 10:40:00.092000-04:00,2024-08-13 16:40:00.092000+02:00,640,70,1,1.0,180.00358333333332,+NASDAQ 100 (Mini)
2024-08-13 17:45:00.132000+00:00,2024-08-13 13:45:00.132000-04:00,2024-08-13 19:45:00.132000+02:00,825,255,1,1.0,90.00263333333334,+NASDAQ 100 (Mini)
2024-08-16 02:40:00.947000+00:00,2024-08-15 22:40:00.947000-04:00,2024-08-16 04:40:00.947000+02:00,1360,790,3,1.0,274.9897833333333,+NASDAQ 100 (Mini)
2024-08-19 01:15:00.086000+00:00,2024-08-18 21:15:00.086000-04:00,2024-08-19 03:15:00.086000+02:00,1275,705,6,1.0,204.14928333333333,+NASDAQ 100 (Mini)
2024-08-19 17:30:00.072000+00:00,2024-08-19 13:30:00.072000-04:00,2024-08-19 19:30:00.072000+02:00,810,240,0,1.0,73.00001666666667,+NASDAQ 100 (Mini)
2024-08-20 01:00:00.439000+00:00,2024-08-19 21:00:00.439000-04:00,2024-08-20 03:00:00.439000+02:00,1260,690,0,1.0,134.99998333333332,+NASDAQ 100 (Mini)
2024-08-21 22:03:00.411000+00:00,2024-08-21 18:03:00.411000-04:00,2024-08-22 00:03:00.411000+02:00,1083,513,2,1.0,303.99905,+NASDAQ 100 (Mini)
2024-08-22 19:55:00.072000+00:00,2024-08-22 15:55:00.072000-04:00,2024-08-22 21:55:00.072000+02:00,955,385,3,-1.0,162.01203333333333,-NASDAQ 100 (Mini)
2024-08-23 14:45:00.092000+00:00,2024-08-23 10:45:00.092000-04:00,2024-08-23 16:45:00.092000+02:00,645,75,4,1.0,1.4748333333333332,+NASDAQ 100 (Mini)
2024-08-23 14:47:00.150000+00:00,2024-08-23 10:47:00.150000-04:00,2024-08-23 16:47:00.150000+02:00,647,77,4,1.0,1.2713,+NASDAQ 100 (Mini)
2024-08-23 14:49:00.070000+00:00,2024-08-23 10:49:00.070000-04:00,2024-08-23 16:49:00.070000+02:00,649,79,4,1.0,2.20085,+NASDAQ 100 (Mini)
2024-08-28 15:30:00.174000+00:00,2024-08-28 11:30:00.174000-04:00,2024-08-28 17:30:00.174000+02:00,690,120,2,-1.0,86.28,-NASDAQ 100 (Mini)
2024-08-29 15:40:00.139000+00:00,2024-08-29 11:40:00.139000-04:00,2024-08-29 17:40:00.139000+02:00,700,130,3,1.0,128.20275,+NASDAQ 100 (Mini)
2024-08-30 14:40:00.073000+00:00,2024-08-30 10:40:00.073000-04:00,2024-08-30 16:40:00.073000+02:00,640,70,4,1.0,16.143733333333333,+NASDAQ 100 (Mini)
2024-09-03 15:20:00.325000+00:00,2024-09-03 11:20:00.325000-04:00,2024-09-03 17:20:00.325000+02:00,680,110,1,-1.0,23.997149999999998,-NASDAQ 100 (Mini)
2024-09-03 16:25:00.220000+00:00,2024-09-03 12:25:00.220000-04:00,2024-09-03 18:25:00.220000+02:00,745,175,1,-1.0,219.9993,-NASDAQ 100 (Mini)
2024-09-04 11:30:00.262000+00:00,2024-09-04 07:30:00.262000-04:00,2024-09-04 13:30:00.262000+02:00,450,-120,2,-1.0,131.40035,-NASDAQ 100 (Mini)
2024-09-06 08:20:00.286000+00:00,2024-09-06 04:20:00.286000-04:00,2024-09-06 10:20:00.286000+02:00,260,-310,4,-1.0,65.06128333333334,-NASDAQ 100 (Mini)
2024-09-06 16:30:00.091000+00:00,2024-09-06 12:30:00.091000-04:00,2024-09-06 18:30:00.091000+02:00,750,180,4,-1.0,42.152233333333335,-NASDAQ 100 (Mini)
2024-09-06 17:30:00.063000+00:00,2024-09-06 13:30:00.063000-04:00,2024-09-06 19:30:00.063000+02:00,810,240,4,-1.0,200.00063333333335,-NASDAQ 100 (Mini)
2024-09-09 17:30:00.176000+00:00,2024-09-09 13:30:00.176000-04:00,2024-09-09 19:30:00.176000+02:00,810,240,0,1.0,14.908583333333333,+NASDAQ 100 (Mini)
2024-09-10 14:05:00.111000+00:00,2024-09-10 10:05:00.111000-04:00,2024-09-10 16:05:00.111000+02:00,605,35,1,1.0,8.68445,+NASDAQ 100 (Mini)
2024-09-10 19:10:00.203000+00:00,2024-09-10 15:10:00.203000-04:00,2024-09-10 21:10:00.203000+02:00,910,340,1,1.0,40.03035,+NASDAQ 100 (Mini)
2024-09-11 19:10:00.242000+00:00,2024-09-11 15:10:00.242000-04:00,2024-09-11 21:10:00.242000+02:00,910,340,2,1.0,90.00005,+NASDAQ 100 (Mini)
2024-09-11 22:03:00.227000+00:00,2024-09-11 18:03:00.227000-04:00,2024-09-12 00:03:00.227000+02:00,1083,513,2,1.0,991.9982166666666,+NASDAQ 100 (Mini)
2024-09-13 00:15:00.450000+00:00,2024-09-12 20:15:00.450000-04:00,2024-09-13 02:15:00.450000+02:00,1215,645,3,1.0,854.8946333333333,+NASDAQ 100 (Mini)
2024-09-13 15:50:00.257000+00:00,2024-09-13 11:50:00.257000-04:00,2024-09-13 17:50:00.257000+02:00,710,140,4,1.0,107.59051666666666,+NASDAQ 100 (Mini)
2024-09-16 15:45:00.175000+00:00,2024-09-16 11:45:00.175000-04:00,2024-09-16 17:45:00.175000+02:00,705,135,0,-1.0,114.27118333333333,-NASDAQ 100 (Mini)
2024-09-17 08:55:00.523000+00:00,2024-09-17 04:55:00.523000-04:00,2024-09-17 10:55:00.523000+02:00,295,-275,1,1.0,109.99735000000001,+NASDAQ 100 (Mini)
2024-09-17 12:00:00.136000+00:00,2024-09-17 08:00:00.136000-04:00,2024-09-17 14:00:00.136000+02:00,480,-90,1,1.0,113.54353333333333,+NASDAQ 100 (Mini)
2024-09-17 15:20:00.059000+00:00,2024-09-17 11:20:00.059000-04:00,2024-09-17 17:20:00.059000+02:00,680,110,1,1.0,12.963833333333334,+NASDAQ 100 (Mini)
2024-09-18 18:20:00.093000+00:00,2024-09-18 14:20:00.093000-04:00,2024-09-18 20:20:00.093000+02:00,860,290,2,1.0,15.898766666666667,+NASDAQ 100 (Mini)
2024-09-18 18:50:00.156000+00:00,2024-09-18 14:50:00.156000-04:00,2024-09-18 20:50:00.156000+02:00,890,320,2,1.0,5.019383333333334,+NASDAQ 100 (Mini)
2024-09-19 05:00:00.063000+00:00,2024-09-19 01:00:00.063000-04:00,2024-09-19 07:00:00.063000+02:00,60,-510,3,1.0,370.0017833333333,+NASDAQ 100 (Mini)
2024-09-19 15:05:00.193000+00:00,2024-09-19 11:05:00.193000-04:00,2024-09-19 17:05:00.193000+02:00,665,95,3,1.0,46.579766666666664,+NASDAQ 100 (Mini)
2024-09-19 16:05:00.093000+00:00,2024-09-19 12:05:00.093000-04:00,2024-09-19 18:05:00.093000+02:00,725,155,3,1.0,130.00166666666667,+NASDAQ 100 (Mini)
2024-09-23 02:20:00.316000+00:00,2024-09-22 22:20:00.316000-04:00,2024-09-23 04:20:00.316000+02:00,1340,770,6,1.0,280.81173333333334,+NASDAQ 100 (Mini)
2024-09-23 13:00:00.307000+00:00,2024-09-23 09:00:00.307000-04:00,2024-09-23 15:00:00.307000+02:00,540,-30,0,1.0,241.12293333333335,+NASDAQ 100 (Mini)
2024-09-24 08:50:00.207000+00:00,2024-09-24 04:50:00.207000-04:00,2024-09-24 10:50:00.207000+02:00,290,-280,1,1.0,131.16916666666665,+NASDAQ 100 (Mini)
2024-09-24 16:00:00.213000+00:00,2024-09-24 12:00:00.213000-04:00,2024-09-24 18:00:00.213000+02:00,720,150,1,1.0,150.40723333333332,+NASDAQ 100 (Mini)
2024-09-25 14:00:00.288000+00:00,2024-09-25 10:00:00.288000-04:00,2024-09-25 16:00:00.288000+02:00,600,30,2,1.0,126.30631666666666,+NASDAQ 100 (Mini)
2024-09-26 08:15:00.265000+00:00,2024-09-26 04:15:00.265000-04:00,2024-09-26 10:15:00.265000+02:00,255,-315,3,1.0,315.2712833333333,+NASDAQ 100 (Mini)
2024-10-01 14:55:00.111000+00:00,2024-10-01 10:55:00.111000-04:00,2024-10-01 16:55:00.111000+02:00,655,85,1,-1.0,36.83133333333333,-NASDAQ 100 (Mini)
2024-10-01 17:05:00.143000+00:00,2024-10-01 13:05:00.143000-04:00,2024-10-01 19:05:00.143000+02:00,785,215,1,-1.0,26.203300000000002,-NASDAQ 100 (Mini)
2024-10-01 17:40:00.183000+00:00,2024-10-01 13:40:00.183000-04:00,2024-10-01 19:40:00.183000+02:00,820,250,1,-1.0,15.0456,-NASDAQ 100 (Mini)
2024-10-01 22:03:00.663000+00:00,2024-10-01 18:03:00.663000-04:00,2024-10-02 00:03:00.663000+02:00,1083,513,1,-1.0,989.8698499999999,-NASDAQ 100 (Mini)
2024-10-03 16:25:00.138000+00:00,2024-10-03 12:25:00.138000-04:00,2024-10-03 18:25:00.138000+02:00,745,175,3,1.0,8.044716666666666,+NASDAQ 100 (Mini)
2024-10-07 19:30:00.177000+00:00,2024-10-07 15:30:00.177000-04:00,2024-10-07 21:30:00.177000+02:00,930,360,0,-1.0,20.078433333333333,-NASDAQ 100 (Mini)
2024-10-08 15:00:00.301000+00:00,2024-10-08 11:00:00.301000-04:00,2024-10-08 17:00:00.301000+02:00,660,90,1,1.0,128.8924,+NASDAQ 100 (Mini)
2024-10-09 16:10:00.522000+00:00,2024-10-09 12:10:00.522000-04:00,2024-10-09 18:10:00.522000+02:00,730,160,2,1.0,103.56423333333333,+NASDAQ 100 (Mini)
2024-10-09 19:20:00.252000+00:00,2024-10-09 15:20:00.252000-04:00,2024-10-09 21:20:00.252000+02:00,920,350,2,1.0,40.85245,+NASDAQ 100 (Mini)
2024-10-10 00:00:00.212000+00:00,2024-10-09 20:00:00.212000-04:00,2024-10-10 02:00:00.212000+02:00,1200,630,2,1.0,674.4772666666667,+NASDAQ 100 (Mini)
