ms,dir,tod,transc,pos,rbp,rbp_rel,vol30,dow,r15,r30,r60,r120,fwd75,fwd240,tomada
1682348400000,-1,660,660,0.12738884010537624,96.8325393817485,0.6425120511103598,4.542795180360461,0,9.292244333878319,-53.6284919892871,-57.36657728613426,-53.69731649502274,36.701596310732,-21.699393673859646,False
1682348700000,-1,665,665,0.10249860301748304,96.85588344016483,0.6426669457248156,4.5315618241088504,0,-0.5025397974811607,-36.522443970095075,-51.183871249872446,-52.2245464751947,22.80253623706652,-23.009747674458403,False
1682349000000,-1,670,670,0.04973257763232506,96.9054088875267,0.6429955614666912,4.145100286985143,0,-6.802805755389274,-11.852534993759267,-48.89704900304825,-61.73437933769455,12.09093590574084,-32.590603308304544,False
1682349300000,-1,675,675,0.0032332197480090686,97.66803348251244,0.648055797373753,4.068456340144903,0,-12.731156091780882,-3.4507418592077954,-54.92143453075027,-58.86218598902704,4.657787665407476,-39.86131278561178,False
1682349600000,-1,680,680,0.13220364287846553,103.60539184238176,0.6874518962712267,4.095430551356459,0,-2.9535361598265197,-3.455927530360281,-56.66927544766942,-48.02105013777869,13.16336047445077,-28.13648966278004,False
1682349900000,-1,685,685,0.05315019408778014,103.69031798235106,0.6880154059006648,3.9890005128941497,0,-6.0338643675483805,-12.832565402213225,-69.6090692869289,-53.08669284070366,-4.953852158009475,-30.381046437797377,False
1682350200000,-1,690,690,0.011219583272627646,106.31772516937771,0.7054490164577869,4.156732550029956,0,-7.69177364885687,-20.413137223542765,-73.93215663622166,-60.053775846510284,-7.325900077603809,-40.2606929830518,False
1682350500000,-1,695,695,0.07629544803893433,108.16737205387663,0.7177219612878725,3.734597763171241,0,-9.907323600334417,-12.857933596310822,-49.333417250471136,-66.96350127755824,-3.4915176636340917,-41.03113884093457,False
1682350800000,-1,700,700,0.01166618952189527,108.24304235152304,0.7182240557125292,3.778962696536781,0,-8.707943246502037,-14.736553359203652,-26.571621801525502,-86.41751255653696,-9.188108232816017,-45.03257633702739,False
1682351100000,-1,705,705,0.013340455364902222,116.11601429551989,0.77046351348539,3.609692774945551,0,-9.335139324940789,-17.019732595929817,-20.464601384767576,-106.46685549687396,-21.694320037506376,-50.3182316873052,False
1682351400000,-1,710,710,0.005416012558866589,118.56652696632263,0.7867233774984798,3.5677796413341127,0,-17.79977253265619,-27.68946132234218,-31.13581957553402,-102.1425431268641,-23.52407048628047,-61.85809910278728,False
1682351700000,-1,715,715,0.017735416540993556,128.670958699937,0.8537692197320963,3.7176444777119233,0,-19.166424762214753,-27.857677994810317,-40.65449484954131,-113.22414935887704,-26.701339079917563,-58.57839121172104,False
1682352000000,-1,720,720,0.0678651143150146,128.5880163911909,0.8532188733995874,3.526249937485936,0,-5.231694361129691,-14.561949826492615,-34.94536154203032,-92.11146924979485,-31.974410542590093,-61.32695044874126,False
1682352300000,-1,725,725,0.14737286601918456,128.45668556334263,0.8523474551747471,3.4277259565889766,0,8.307722637777015,-9.506837452202266,-22.35254722004587,-73.42200948001643,-15.932131599099009,-51.67094041963915,False
1682352600000,-1,730,730,0.09537310731737508,128.54254834342055,0.8529171796836171,3.34256409880991,0,9.989716103446789,-9.195855372977624,-23.91885721084286,-72.69895006057791,-23.34655875926739,-55.44303677718965,False
1682352900000,-1,735,735,0.054159377450690424,128.610682654518,0.8533692706465694,3.14306710378457,0,-1.7623935165633764,-6.993165847269944,-24.000996261928087,-78.79061387819131,-33.28500637777676,-63.2245988470892,False
1682353200000,-1,740,740,0.14386197743861914,128.46247918403384,0.8523858975324239,3.433035350358355,0,-0.45099711044160884,7.856350851445093,-19.854864283201934,-76.41162365356723,-21.233467633725578,-51.62832411292007,False
1682353500000,-1,745,745,0.18760933823973144,128.39032517674906,0.8519071347166145,3.14957494493621,0,11.856280172350964,21.85784036309535,-6.060728499565071,-75.62760961948855,-18.743113164489955,-45.98258795767363,False
1682354100000,-1,755,755,0.19605477468781995,128.37640516482546,0.8518147713905093,2.858413668683118,0,6.704816130183033,6.253516634471268,-3.259265934346667,-52.57660411219112,-19.004385490408726,-44.893407778276995,False
1682439000000,-1,730,730,0.08857433463299513,91.94718624698251,0.6406605354596561,2.7617040579835077,1,-6.939150194751331,-16.393890330864693,-35.62123883166901,-40.37012598258172,32.25711170336321,-1.0599099279184898,False
