ms,dir,tod,transc,pos,rbp,rbp_rel,vol30,dow,r15,r30,r60,r120,fwd75,fwd240,tomada
1659369900000,1,725,725,0.8075010766159025,195.92819438396472,0.8125561516909694,3.9271641470288308,0,-21.567386755719788,14.326021378110454,-10.42104149267975,45.65534842967622,-78.99105609231682,-65.19178342674348,False
1659404100000,-1,1295,1295,0.18760521473593555,198.3370991473518,0.8225463952619991,2.1626053471725544,0,-18.22030807884012,-18.003679639604364,-23.872532543542935,-40.08996770947127,4.853019886743581,-6.9495244778172705,False
1659404400000,-1,1300,1300,0.15949575226089235,198.44773672232543,0.8230052329623906,2.195430777800106,0,-23.956952201346084,-22.000376905683126,-32.169283847774956,-48.66731965672555,-1.8568300151367012,-12.531660311363435,False
1659404700000,-1,1305,1305,0.16767803312061966,198.41551890089804,0.8228716187621616,2.3129482766933465,0,-17.93493317899908,-17.770841134278072,-30.612515942244343,-46.65285121675855,-9.562287271152048,-10.906134304384807,False
1659405000000,-1,1310,1310,0.16716908742121395,198.41752257511055,0.8228799284279169,2.2424354743744637,0,-4.053242209407504,-22.266165156070716,-29.37739214109447,-44.103861701896285,-6.626087255081625,-11.00722818341282,False
1659405900000,-1,1325,1325,0.19558391731590058,198.305717808394,0.8224162501335829,1.8416538041720383,0,5.638000152097256,1.5824727246704917,-16.42405594813212,-31.885603721890643,-3.4253017537899666,-5.366202566228218,False
1659406200000,-1,1330,1330,0.19289042007595184,198.3163105945695,0.8224601806847601,1.8407953460409228,0,-2.6933886003210894,6.627096246492048,-15.387860520711394,-32.88084065375063,-5.333880334279506,-5.900653644907994,False
1659406500000,-1,1335,1335,0.19284344047292704,198.31649536250916,0.822460946956947,1.7915527327292526,0,-3.1217161149244,4.9932073581615555,-12.786507125589486,-36.02063640067765,-6.119604652732313,-5.909975972671067,False
1659406800000,-1,1340,1340,0.1785616411541343,198.3726807819876,0.8226939599154756,1.7651930019952167,0,-3.3756146929919684,2.2604822874905395,-20.010716095775205,-32.31919692949781,-13.218114657282953,-8.74476915634581,False
1659407100000,-1,1345,1345,0.14911325999295186,198.48863296481025,0.8231748384319687,1.6577985398615926,0,-8.681724875968522,-11.37277515040891,-26.012398245925937,-32.602064048665724,-18.325016413798245,-14.59504954134383,False
1659407400000,-1,1350,1350,0.13393101828289905,198.54846559261526,0.8234229771439476,1.5389351492597925,0,-11.68330510204263,-14.801374020786406,-24.61885553105003,-35.72922591040361,-22.199992864286866,-17.61385988461983,False
