c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,ts,cet,ny,dir,inst
0.0,1658860467000.0,0.0,0.0,0.0,0.29761904,0.0,0.0,0.0,,0.0,2022-07-26 18:34:27+00:00,2022-07-26 20:34:27+02:00,2022-07-26 14:34:27-04:00,0,
6840.0,1659366000390.0,0.0,-2.8447254,48.401787,1.4665525,2.0,5.0,3.0,+NASDAQ 100 (Mini),0.0,2022-08-01 15:00:00.390000+00:00,2022-08-01 17:00:00.390000+02:00,2022-08-01 11:00:00.390000-04:00,1,NASDAQ 100 (Mini)
6846.0,1659366360047.0,-2.8447253666902372,-1.6402124,33.295425,1.4665525,3.0,14.0,2.0,+NASDAQ 100 (Mini),0.0,2022-08-01 15:06:00.047000+00:00,2022-08-01 17:06:00.047000+02:00,2022-08-01 11:06:00.047000-04:00,1,NASDAQ 100 (Mini)
6860.0,1659367200073.0,-4.438278205023371,-0.3260109,12.259736,1.4665525,4.0,53.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-01 15:20:00.073000+00:00,2022-08-01 17:20:00.073000+02:00,2022-08-01 11:20:00.073000-04:00,1,NASDAQ 100 (Mini)
6913.0,1659370388974.0,-4.749819845223557,0.0,0.0,1.4665525,0.0,0.0,0.0,,0.0,2022-08-01 16:13:08.974000+00:00,2022-08-01 18:13:08.974000+02:00,2022-08-01 12:13:08.974000-04:00,0,
9720.0,1659538800122.0,-4.749819845223557,3.325694,41.47983,2.0827734,6.0,12.0,3.0,+NASDAQ 100 (Mini),0.0,2022-08-03 15:00:00.122000+00:00,2022-08-03 17:00:00.122000+02:00,2022-08-03 11:00:00.122000-04:00,1,NASDAQ 100 (Mini)
9733.0,1659539580068.0,-1.5820902093636402,2.8786397,19.17976,2.0827734,7.0,44.0,2.0,+NASDAQ 100 (Mini),0.0,2022-08-03 15:13:00.068000+00:00,2022-08-03 17:13:00.068000+02:00,2022-08-03 11:13:00.068000-04:00,1,NASDAQ 100 (Mini)
9777.0,1659542220134.0,1.2510067814006653,0.68065035,13.315476,2.0827734,8.0,302.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-03 15:57:00.134000+00:00,2022-08-03 17:57:00.134000+02:00,2022-08-03 11:57:00.134000-04:00,1,NASDAQ 100 (Mini)
10080.0,1659560400000.0,1.9401721113770254,-0.047045838,4.5609317,2.3805015,9.0,60.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-03 21:00:00+00:00,2022-08-03 23:00:00+02:00,2022-08-03 17:00:00-04:00,1,NASDAQ 100 (Mini)
10140.0,1659564000000.0,1.8922135044234567,0.13548876,12.365707,2.3805015,10.0,304.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-03 22:00:00+00:00,2022-08-04 00:00:00+02:00,2022-08-03 18:00:00-04:00,1,NASDAQ 100 (Mini)
10444.0,1659582253470.0,2.0302660024438257,0.0,0.0,2.3805015,0.0,0.0,0.0,,0.0,2022-08-04 03:04:13.470000+00:00,2022-08-04 05:04:13.470000+02:00,2022-08-03 23:04:13.470000-04:00,0,
13920.0,1659963600367.0,2.0302660024438257,-3.9189734,35.96459,2.9449592,12.0,1.0,2.0,+NASDAQ 100 (Mini),0.0,2022-08-08 13:00:00.367000+00:00,2022-08-08 15:00:00.367000+02:00,2022-08-08 09:00:00.367000-04:00,1,NASDAQ 100 (Mini)
13922.0,1659963720067.0,-1.9682730921236402,-1.645274,15.624197,2.9449592,13.0,0.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-08 13:02:00.067000+00:00,2022-08-08 15:02:00.067000+02:00,2022-08-08 09:02:00.067000-04:00,1,NASDAQ 100 (Mini)
13923.0,1659963775266.0,-3.5811636431995697,0.0,0.0,2.9449592,0.0,0.0,0.0,,0.0,2022-08-08 13:02:55.266000+00:00,2022-08-08 15:02:55.266000+02:00,2022-08-08 09:02:55.266000-04:00,0,
18240.0,1660222800122.0,-3.5811636431995697,3.4932349,48.151237,3.8438644,15.0,65.0,2.0,+NASDAQ 100 (Mini),0.0,2022-08-11 13:00:00.122000+00:00,2022-08-11 15:00:00.122000+02:00,2022-08-11 09:00:00.122000-04:00,1,NASDAQ 100 (Mini)
18306.0,1660226760074.0,-0.21302719901364897,-0.46785793,15.236393,3.8438644,16.0,19.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-11 14:06:00.074000+00:00,2022-08-11 16:06:00.074000+02:00,2022-08-11 10:06:00.074000-04:00,1,NASDAQ 100 (Mini)
18325.0,1660227923692.0,-0.6798884606949551,0.0,0.0,3.8438644,0.0,0.0,0.0,,0.0,2022-08-11 14:25:23.692000+00:00,2022-08-11 16:25:23.692000+02:00,2022-08-11 10:25:23.692000-04:00,0,
20280.0,1660518000477.0,-0.6798884606949551,-3.9618866,38.534023,4.461584,18.0,520.0,3.0,+NASDAQ 100 (Mini),0.0,2022-08-14 23:00:00.477000+00:00,2022-08-15 01:00:00.477000+02:00,2022-08-14 19:00:00.477000-04:00,1,NASDAQ 100 (Mini)
20801.0,1660549260186.0,-4.614838668410181,6.8906846,25.17869,4.461584,19.0,378.0,2.0,+NASDAQ 100 (Mini),0.0,2022-08-15 07:41:00.186000+00:00,2022-08-15 09:41:00.186000+02:00,2022-08-15 03:41:00.186000-04:00,1,NASDAQ 100 (Mini)
21180.0,1660572000136.0,1.9578517936950979,-1.0628995,10.979773,4.461584,20.0,10.0,1.0,+NASDAQ 100 (Mini),0.0,2022-08-15 14:00:00.136000+00:00,2022-08-15 16:00:00.136000+02:00,2022-08-15 10:00:00.136000-04:00,1,NASDAQ 100 (Mini)
21191.0,1660572650736.0,0.8741423066077614,0.0,0.0,4.461584,0.0,0.0,0.0,,0.0,2022-08-15 14:10:50.736000+00:00,2022-08-15 16:10:50.736000+02:00,2022-08-15 10:10:50.736000-04:00,0,
27000.0,1660921200075.0,0.8741423066077614,1.9422837,25.51232,5.652049,22.0,153.0,3.0,-NASDAQ 100 (Mini),0.0,2022-08-19 15:00:00.075000+00:00,2022-08-19 17:00:00.075000+02:00,2022-08-19 11:00:00.075000-04:00,-1,NASDAQ 100 (Mini)
27153.0,1660930380092.0,2.8334043212951965,2.6382425,16.25439,5.652049,23.0,206.0,2.0,-NASDAQ 100 (Mini),0.0,2022-08-19 17:33:00.092000+00:00,2022-08-19 19:33:00.092000+02:00,2022-08-19 13:33:00.092000-04:00,-1,NASDAQ 100 (Mini)
27360.0,1661115600000.0,5.546398880391101,0.06335414,5.1228805,5.951429,24.0,60.0,2.0,-NASDAQ 100 (Mini),0.0,2022-08-21 21:00:00+00:00,2022-08-21 23:00:00+02:00,2022-08-21 17:00:00-04:00,-1,NASDAQ 100 (Mini)
27420.0,1661119200000.0,5.613266898034031,0.19119318,15.132972,5.951429,25.0,1.0,2.0,-NASDAQ 100 (Mini),0.0,2022-08-21 22:00:00+00:00,2022-08-22 00:00:00+02:00,2022-08-21 18:00:00-04:00,-1,NASDAQ 100 (Mini)
27421.0,1661119260089.0,5.815192257064017,-0.8007338,7.509929,5.951429,26.0,299.0,1.0,-NASDAQ 100 (Mini),0.0,2022-08-21 22:01:00.089000+00:00,2022-08-22 00:01:00.089000+02:00,2022-08-21 18:01:00.089000-04:00,-1,NASDAQ 100 (Mini)
27720.0,1661137200464.0,4.96789425408668,2.651566,14.585061,5.951429,27.0,218.0,3.0,"-NASDAQ 100 (Mini),-GBP/USD",0.0,2022-08-22 03:00:00.464000+00:00,2022-08-22 05:00:00.464000+02:00,2022-08-21 23:00:00.464000-04:00,-1,"NASDAQ 100 (Mini),-GBP/USD"
27938.0,1661150281027.0,7.7511874006508386,0.1944607,6.1341543,5.951429,28.0,20.0,2.0,"-NASDAQ 100 (Mini),-GBP/USD",0.0,2022-08-22 06:38:01.027000+00:00,2022-08-22 08:38:01.027000+02:00,2022-08-22 02:38:01.027000-04:00,-1,"NASDAQ 100 (Mini),-GBP/USD"
27959.0,1661151540673.0,7.9607211271207845,1.631492,6.235574,5.951429,29.0,47.0,1.0,-NASDAQ 100 (Mini),0.0,2022-08-22 06:59:00.673000+00:00,2022-08-22 08:59:00.673000+02:00,2022-08-22 02:59:00.673000-04:00,-1,NASDAQ 100 (Mini)
28007.0,1661154405996.0,9.72209167528273,0.0,0.0,5.951429,0.0,0.0,0.0,,0.0,2022-08-22 07:46:45.996000+00:00,2022-08-22 09:46:45.996000+02:00,2022-08-22 03:46:45.996000-04:00,0,
35280.0,1661763600410.0,9.72209167528273,-2.076492,11.400367,7.450885,31.0,81.0,2.0,+USD/JPY,0.0,2022-08-29 09:00:00.410000+00:00,2022-08-29 11:00:00.410000+02:00,2022-08-29 05:00:00.410000-04:00,1,USD/JPY
35362.0,1661768520152.0,7.443721243461776,0.5021096,8.441162,7.450885,32.0,997.0,1.0,+USD/JPY,0.0,2022-08-29 10:22:00.152000+00:00,2022-08-29 12:22:00.152000+02:00,2022-08-29 06:22:00.152000-04:00,1,USD/JPY
36359.0,1661828340359.0,7.983206441708135,0.0,0.0,7.7517724,0.0,0.0,0.0,,0.0,2022-08-30 02:59:00.359000+00:00,2022-08-30 04:59:00.359000+02:00,2022-08-29 22:59:00.359000-04:00,0,
37080.0,1661871600128.0,7.983206441708135,2.7366166,43.95259,7.7517724,34.0,11.0,3.0,-NASDAQ 100 (Mini),0.0,2022-08-30 15:00:00.128000+00:00,2022-08-30 17:00:00.128000+02:00,2022-08-30 11:00:00.128000-04:00,-1,NASDAQ 100 (Mini)
37092.0,1661872320059.0,10.93829291008146,2.69882,27.239758,7.7517724,35.0,132.0,2.0,-NASDAQ 100 (Mini),0.0,2022-08-30 15:12:00.059000+00:00,2022-08-30 17:12:00.059000+02:00,2022-08-30 11:12:00.059000-04:00,-1,NASDAQ 100 (Mini)
37224.0,1661880240339.0,13.932317823666573,-1.3826338,12.993634,7.7517724,36.0,29.0,1.0,-NASDAQ 100 (Mini),0.0,2022-08-30 17:24:00.339000+00:00,2022-08-30 19:24:00.339000+02:00,2022-08-30 13:24:00.339000-04:00,-1,NASDAQ 100 (Mini)
37253.0,1661881999651.0,12.357051101293948,0.0,0.0,7.7517724,0.0,0.0,0.0,,0.0,2022-08-30 17:53:19.651000+00:00,2022-08-30 19:53:19.651000+02:00,2022-08-30 13:53:19.651000-04:00,0,
38580.0,1661961600112.0,12.357051101293948,2.3393743,41.192715,8.054065,38.0,24.0,3.0,-NASDAQ 100 (Mini),0.0,2022-08-31 16:00:00.112000+00:00,2022-08-31 18:00:00.112000+02:00,2022-08-31 12:00:00.112000-04:00,-1,NASDAQ 100 (Mini)
38604.0,1661963040717.0,14.985503102673437,3.0047448,24.159,8.054065,39.0,62.0,2.0,-NASDAQ 100 (Mini),0.0,2022-08-31 16:24:00.717000+00:00,2022-08-31 18:24:00.717000+02:00,2022-08-31 12:24:00.717000-04:00,-1,NASDAQ 100 (Mini)
38667.0,1661966820159.0,18.440523909969485,-1.4355127,11.181799,8.054065,40.0,108.0,1.0,-NASDAQ 100 (Mini),0.0,2022-08-31 17:27:00.159000+00:00,2022-08-31 19:27:00.159000+02:00,2022-08-31 13:27:00.159000-04:00,-1,NASDAQ 100 (Mini)
38776.0,1661973337816.0,16.740295140520665,0.0,0.0,8.054065,0.0,0.0,0.0,,0.0,2022-08-31 19:15:37.816000+00:00,2022-08-31 21:15:37.816000+02:00,2022-08-31 15:15:37.816000-04:00,0,
44400.0,1662483600254.0,16.740295140520665,2.8544626,51.437927,9.267273,42.0,5.0,3.0,-NASDAQ 100 (Mini),0.0,2022-09-06 17:00:00.254000+00:00,2022-09-06 19:00:00.254000+02:00,2022-09-06 13:00:00.254000-04:00,-1,NASDAQ 100 (Mini)
44406.0,1662483960086.0,20.072603201036408,2.287278,35.15138,9.267273,43.0,8.0,2.0,-NASDAQ 100 (Mini),0.0,2022-09-06 17:06:00.086000+00:00,2022-09-06 19:06:00.086000+02:00,2022-09-06 13:06:00.086000-04:00,-1,NASDAQ 100 (Mini)
44414.0,1662484440262.0,22.81899737215236,-1.2758613,12.396615,9.267273,44.0,48.0,1.0,-NASDAQ 100 (Mini),0.0,2022-09-06 17:14:00.262000+00:00,2022-09-06 19:14:00.262000+02:00,2022-09-06 13:14:00.262000-04:00,-1,NASDAQ 100 (Mini)
44462.0,1662487320320.0,21.251997368173647,0.0,0.0,9.267273,0.0,0.0,0.0,,0.0,2022-09-06 18:02:00.320000+00:00,2022-09-06 20:02:00.320000+02:00,2022-09-06 14:02:00.320000-04:00,0,
48540.0,1662732000081.0,21.251997368173647,2.4995708,25.989912,10.183661,46.0,10.0,2.0,+NASDAQ 100 (Mini),0.0,2022-09-09 14:00:00.081000+00:00,2022-09-09 16:00:00.081000+02:00,2022-09-09 10:00:00.081000-04:00,1,NASDAQ 100 (Mini)
48550.0,1662732600305.0,24.28277683859472,-0.19999802,19.457937,10.183661,47.0,111.0,1.0,+NASDAQ 100 (Mini),0.0,2022-09-09 14:10:00.305000+00:00,2022-09-09 16:10:00.305000+02:00,2022-09-09 10:10:00.305000-04:00,1,NASDAQ 100 (Mini)
48661.0,1662739269993.0,24.034213741892962,0.0,0.0,10.183661,0.0,0.0,0.0,,0.0,2022-09-09 16:01:09.993000+00:00,2022-09-09 18:01:09.993000+02:00,2022-09-09 12:01:09.993000-04:00,0,
51120.0,1663059600306.0,24.034213741892962,1.0629882,9.953308,10.796605,49.0,119.0,2.0,+GBP/USD,0.0,2022-09-13 09:00:00.306000+00:00,2022-09-13 11:00:00.306000+02:00,2022-09-13 05:00:00.306000-04:00,1,GBP/USD
51239.0,1663066744091.0,25.35268276203586,-3.7062225,8.757569,10.796605,50.0,90.0,1.0,+GBP/USD,0.0,2022-09-13 10:59:04.091000+00:00,2022-09-13 12:59:04.091000+02:00,2022-09-13 06:59:04.091000-04:00,1,GBP/USD
51330.0,1663072202154.0,20.706833348998877,0.0,0.0,10.796605,0.0,0.0,0.0,,0.0,2022-09-13 12:30:02.154000+00:00,2022-09-13 14:30:02.154000+02:00,2022-09-13 08:30:02.154000-04:00,0,
54480.0,1663261200112.0,20.706833348998877,-2.0830128,54.28354,11.409389,52.0,0.0,3.0,-NASDAQ 100 (Mini),0.0,2022-09-15 17:00:00.112000+00:00,2022-09-15 19:00:00.112000+02:00,2022-09-15 13:00:00.112000-04:00,-1,NASDAQ 100 (Mini)
54481.0,1663261260084.0,18.19249456066656,-0.95831096,37.334133,11.409389,53.0,1.0,2.0,-NASDAQ 100 (Mini),0.0,2022-09-15 17:01:00.084000+00:00,2022-09-15 19:01:00.084000+02:00,2022-09-15 13:01:00.084000-04:00,-1,NASDAQ 100 (Mini)
54482.0,1663261320103.0,17.059842962882698,-0.34792066,17.97779,11.409389,54.0,1.0,1.0,-NASDAQ 100 (Mini),0.0,2022-09-15 17:02:00.103000+00:00,2022-09-15 19:02:00.103000+02:00,2022-09-15 13:02:00.103000-04:00,-1,NASDAQ 100 (Mini)
54483.0,1663261400758.0,16.65256759720517,0.0,0.0,11.409389,0.0,0.0,0.0,,0.0,2022-09-15 17:03:20.758000+00:00,2022-09-15 19:03:20.758000+02:00,2022-09-15 13:03:20.758000-04:00,0,
54540.0,1663264800118.0,16.65256759720517,-2.9141598,20.19761,11.409389,56.0,386.0,1.0,+USD/JPY,0.0,2022-09-15 18:00:00.118000+00:00,2022-09-15 20:00:00.118000+02:00,2022-09-15 14:00:00.118000-04:00,1,USD/JPY
54927.0,1663288004895.0,13.25312529373055,0.0,0.0,11.713226,0.0,0.0,0.0,,0.0,2022-09-16 00:26:44.895000+00:00,2022-09-16 02:26:44.895000+02:00,2022-09-15 20:26:44.895000-04:00,0,
55440.0,1663318800063.0,13.25312529373055,-2.3467634,8.821497,11.713226,58.0,97.0,2.0,-GBP/USD,0.0,2022-09-16 09:00:00.063000+00:00,2022-09-16 11:00:00.063000+02:00,2022-09-16 05:00:00.063000-04:00,-1,GBP/USD
55537.0,1663324620186.0,10.595342479347302,-1.5544913,8.772719,11.713226,59.0,216.0,1.0,-GBP/USD,0.0,2022-09-16 10:37:00.186000+00:00,2022-09-16 12:37:00.186000+02:00,2022-09-16 06:37:00.186000-04:00,-1,GBP/USD
55754.0,1663337613740.0,8.876147507597754,0.0,0.0,11.713226,0.0,0.0,0.0,,0.0,2022-09-16 14:13:33.740000+00:00,2022-09-16 16:13:33.740000+02:00,2022-09-16 10:13:33.740000-04:00,0,
60540.0,1663797601163.0,8.876147507597754,2.810134,37.943874,12.929423,61.0,46.0,3.0,-NASDAQ 100 (Mini),0.0,2022-09-21 22:00:01.163000+00:00,2022-09-22 00:00:01.163000+02:00,2022-09-21 18:00:01.163000-04:00,-1,NASDAQ 100 (Mini)
60586.0,1663800361210.0,11.935713029761374,-4.868562,26.579344,12.929423,62.0,543.0,2.0,-NASDAQ 100 (Mini),0.0,2022-09-21 22:46:01.210000+00:00,2022-09-22 00:46:01.210000+02:00,2022-09-21 18:46:01.210000-04:00,-1,NASDAQ 100 (Mini)
61130.0,1663833000120.0,6.486053246505796,-0.37706485,8.294839,12.929423,63.0,2.0,1.0,-NASDAQ 100 (Mini),0.0,2022-09-22 07:50:00.120000+00:00,2022-09-22 09:50:00.120000+02:00,2022-09-22 03:50:00.120000-04:00,-1,NASDAQ 100 (Mini)
61133.0,1663833159150.0,6.084531754237488,0.0,0.0,12.929423,0.0,0.0,0.0,,0.0,2022-09-22 07:52:39.150000+00:00,2022-09-22 09:52:39.150000+02:00,2022-09-22 03:52:39.150000-04:00,0,
66720.0,1664341200395.0,6.084531754237488,3.6303532,34.169037,14.1462345,65.0,132.0,3.0,-NASDAQ 100 (Mini),0.0,2022-09-28 05:00:00.395000+00:00,2022-09-28 07:00:00.395000+02:00,2022-09-28 01:00:00.395000-04:00,-1,NASDAQ 100 (Mini)
66853.0,1664349180057.0,9.935775013181036,2.192803,23.383919,14.1462345,66.0,125.0,2.0,-NASDAQ 100 (Mini),0.0,2022-09-28 07:13:00.057000+00:00,2022-09-28 09:13:00.057000+02:00,2022-09-28 03:13:00.057000-04:00,-1,NASDAQ 100 (Mini)
66978.0,1664356680142.0,12.346449965938167,-1.4128559,10.863102,14.1462345,67.0,44.0,1.0,-NASDAQ 100 (Mini),0.0,2022-09-28 09:18:00.142000+00:00,2022-09-28 11:18:00.142000+02:00,2022-09-28 05:18:00.142000-04:00,-1,NASDAQ 100 (Mini)
67022.0,1664359331528.0,10.759156562333484,0.0,0.0,14.1462345,0.0,0.0,0.0,,0.0,2022-09-28 10:02:11.528000+00:00,2022-09-28 12:02:11.528000+02:00,2022-09-28 06:02:11.528000-04:00,0,
68760.0,1664463600231.0,10.759156562333484,-2.472534,51.24627,14.45113,69.0,7.0,3.0,-NASDAQ 100 (Mini),0.0,2022-09-29 15:00:00.231000+00:00,2022-09-29 17:00:00.231000+02:00,2022-09-29 11:00:00.231000-04:00,-1,NASDAQ 100 (Mini)
68768.0,1664464080075.0,8.020598778441768,-1.4657544,23.788021,14.45113,70.0,47.0,2.0,-NASDAQ 100 (Mini),0.0,2022-09-29 15:08:00.075000+00:00,2022-09-29 17:08:00.075000+02:00,2022-09-29 11:08:00.075000-04:00,-1,NASDAQ 100 (Mini)
68815.0,1664466900099.0,6.437282124110566,2.8830347,13.764994,14.45113,71.0,201.0,1.0,-NASDAQ 100 (Mini),0.0,2022-09-29 15:55:00.099000+00:00,2022-09-29 17:55:00.099000+02:00,2022-09-29 11:55:00.099000-04:00,-1,NASDAQ 100 (Mini)
69016.0,1664478972104.0,9.50590594354097,0.0,0.0,14.45113,0.0,0.0,0.0,,0.0,2022-09-29 19:16:12.104000+00:00,2022-09-29 21:16:12.104000+02:00,2022-09-29 15:16:12.104000-04:00,0,
70680.0,1664751600085.0,9.50590594354097,2.7435718,30.762438,15.063264,73.0,45.0,3.0,-NASDAQ 100 (Mini),0.0,2022-10-02 23:00:00.085000+00:00,2022-10-03 01:00:00.085000+02:00,2022-10-02 19:00:00.085000-04:00,-1,NASDAQ 100 (Mini)
70726.0,1664754360069.0,12.510279067937846,2.8541625,24.115885,15.063264,74.0,7.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-02 23:46:00.069000+00:00,2022-10-03 01:46:00.069000+02:00,2022-10-02 19:46:00.069000-04:00,-1,NASDAQ 100 (Mini)
70733.0,1664754780080.0,15.72150511867223,-1.4453369,12.042724,15.063264,75.0,113.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-02 23:53:00.080000+00:00,2022-10-03 01:53:00.080000+02:00,2022-10-02 19:53:00.080000-04:00,-1,NASDAQ 100 (Mini)
70846.0,1664761564923.0,14.048939436663765,0.0,0.0,15.063264,0.0,0.0,0.0,,0.0,2022-10-03 01:46:04.923000+00:00,2022-10-03 03:46:04.923000+02:00,2022-10-02 21:46:04.923000-04:00,0,
75360.0,1665032400204.0,14.048939436663765,-4.385812,23.146238,15.983541,77.0,117.0,2.0,+NASDAQ 100 (Mini),0.0,2022-10-06 05:00:00.204000+00:00,2022-10-06 07:00:00.204000+02:00,2022-10-06 01:00:00.204000-04:00,1,NASDAQ 100 (Mini)
75478.0,1665039480156.0,9.0469675306591,-0.7542716,11.546057,15.983541,78.0,1.0,1.0,+NASDAQ 100 (Mini),0.0,2022-10-06 06:58:00.156000+00:00,2022-10-06 08:58:00.156000+02:00,2022-10-06 02:58:00.156000-04:00,1,NASDAQ 100 (Mini)
75480.0,1665039572093.0,8.224457185825674,0.0,0.0,15.983541,0.0,0.0,0.0,,0.0,2022-10-06 06:59:32.093000+00:00,2022-10-06 08:59:32.093000+02:00,2022-10-06 02:59:32.093000-04:00,0,
79740.0,1665468000087.0,8.224457185825674,2.5019932,36.213665,16.899996,80.0,56.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-11 06:00:00.087000+00:00,2022-10-11 08:00:00.087000+02:00,2022-10-11 02:00:00.087000-04:00,-1,NASDAQ 100 (Mini)
79796.0,1665471360103.0,10.932225661114558,0.072759874,15.999449,16.899996,81.0,20.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-11 06:56:00.103000+00:00,2022-10-11 08:56:00.103000+02:00,2022-10-11 02:56:00.103000-04:00,-1,NASDAQ 100 (Mini)
79817.0,1665472599268.0,11.012939812638978,0.0,0.0,16.899996,0.0,0.0,0.0,,0.0,2022-10-11 07:16:39.268000+00:00,2022-10-11 09:16:39.268000+02:00,2022-10-11 03:16:39.268000-04:00,0,
80550.0,1665516600060.0,11.012939812638978,-1.9042397,51.322018,16.899996,83.0,8.0,3.0,-NASDAQ 100 (Mini),0.0,2022-10-11 19:30:00.060000+00:00,2022-10-11 21:30:00.060000+02:00,2022-10-11 15:30:00.060000-04:00,-1,NASDAQ 100 (Mini)
80558.0,1665517080066.0,8.898987341752251,-1.5689901,26.934692,16.899996,84.0,36.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-11 19:38:00.066000+00:00,2022-10-11 21:38:00.066000+02:00,2022-10-11 15:38:00.066000-04:00,-1,NASDAQ 100 (Mini)
80594.0,1665519240204.0,7.190372980153548,-0.53475857,13.416955,16.899996,85.0,36.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-11 20:14:00.204000+00:00,2022-10-11 22:14:00.204000+02:00,2022-10-11 16:14:00.204000-04:00,-1,NASDAQ 100 (Mini)
80630.0,1665521403044.0,6.617163267224302,0.0,0.0,16.899996,0.0,0.0,0.0,,0.0,2022-10-11 20:50:03.044000+00:00,2022-10-11 22:50:03.044000+02:00,2022-10-11 16:50:03.044000-04:00,0,
81900.0,1665597600082.0,6.617163267224302,1.3386302,43.56555,17.204205,87.0,0.0,3.0,-NASDAQ 100 (Mini),0.0,2022-10-12 18:00:00.082000+00:00,2022-10-12 20:00:00.082000+02:00,2022-10-12 14:00:00.082000-04:00,-1,NASDAQ 100 (Mini)
81901.0,1665597660059.0,8.04437278843313,-2.9591641,31.06968,17.204205,88.0,2.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-12 18:01:00.059000+00:00,2022-10-12 20:01:00.059000+02:00,2022-10-12 14:01:00.059000-04:00,-1,NASDAQ 100 (Mini)
81903.0,1665597780094.0,4.847162451469766,-0.4604008,16.416172,17.204205,89.0,6.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-12 18:03:00.094000+00:00,2022-10-12 20:03:00.094000+02:00,2022-10-12 14:03:00.094000-04:00,-1,NASDAQ 100 (Mini)
81909.0,1665598168276.0,4.364445279944795,0.0,0.0,17.204205,0.0,0.0,0.0,,0.0,2022-10-12 18:09:28.276000+00:00,2022-10-12 20:09:28.276000+02:00,2022-10-12 14:09:28.276000-04:00,0,
81960.0,1665601200281.0,4.364445279944795,-0.872181,35.553215,17.204205,91.0,23.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-12 19:00:00.281000+00:00,2022-10-12 21:00:00.281000+02:00,2022-10-12 15:00:00.281000-04:00,-1,NASDAQ 100 (Mini)
81984.0,1665602640085.0,3.4541983947276034,0.77013314,18.792595,17.204205,92.0,95.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-12 19:24:00.085000+00:00,2022-10-12 21:24:00.085000+02:00,2022-10-12 15:24:00.085000-04:00,-1,NASDAQ 100 (Mini)
82080.0,1665608400000.0,4.250933465897644,-0.502477,7.981192,17.506351,93.0,60.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-12 21:00:00+00:00,2022-10-12 23:00:00+02:00,2022-10-12 17:00:00-04:00,-1,NASDAQ 100 (Mini)
82140.0,1665612000000.0,3.7270965381464904,-0.56356597,19.501806,17.506351,94.0,110.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-12 22:00:00+00:00,2022-10-13 00:00:00+02:00,2022-10-12 18:00:00-04:00,-1,NASDAQ 100 (Mini)
82251.0,1665618631602.0,3.1425259266220973,0.0,0.0,17.506351,0.0,0.0,0.0,,0.0,2022-10-12 23:50:31.602000+00:00,2022-10-13 01:50:31.602000+02:00,2022-10-12 19:50:31.602000-04:00,0,
83040.0,1665666000143.0,3.1425259266220973,3.4061797,96.84385,17.506351,96.0,20.0,3.0,-NASDAQ 100 (Mini),0.0,2022-10-13 13:00:00.143000+00:00,2022-10-13 15:00:00.143000+02:00,2022-10-13 09:00:00.143000-04:00,-1,NASDAQ 100 (Mini)
83060.0,1665667200257.0,6.655745717963035,-5.324649,54.44313,17.506351,97.0,30.0,2.0,-NASDAQ 100 (Mini),0.0,2022-10-13 13:20:00.257000+00:00,2022-10-13 15:20:00.257000+02:00,2022-10-13 09:20:00.257000-04:00,-1,NASDAQ 100 (Mini)
83091.0,1665669060059.0,0.9767015663471046,-0.41184938,39.711697,17.506351,98.0,1.0,1.0,-NASDAQ 100 (Mini),0.0,2022-10-13 13:51:00.059000+00:00,2022-10-13 15:51:00.059000+02:00,2022-10-13 09:51:00.059000-04:00,-1,NASDAQ 100 (Mini)
83093.0,1665669172327.0,0.5608296519095557,0.0,0.0,17.506351,0.0,0.0,0.0,,0.0,2022-10-13 13:52:52.327000+00:00,2022-10-13 15:52:52.327000+02:00,2022-10-13 09:52:52.327000-04:00,0,
86880.0,1666069200275.0,0.5608296519095557,-4.9151406,44.113426,18.244873,100.0,126.0,2.0,+NASDAQ 100 (Mini),0.0,2022-10-18 05:00:00.275000+00:00,2022-10-18 07:00:00.275000+02:00,2022-10-18 01:00:00.275000-04:00,1,NASDAQ 100 (Mini)
87007.0,1666076820106.0,-4.38187654174148,-0.9647823,21.722359,18.244873,101.0,13.0,1.0,+NASDAQ 100 (Mini),0.0,2022-10-18 07:07:00.106000+00:00,2022-10-18 09:07:00.106000+02:00,2022-10-18 03:07:00.106000-04:00,1,NASDAQ 100 (Mini)
