timestamp,open,high,low,close
1514851200000,6410.87,6410.87,6410.87,6410.87
1514851260000,6410.87,6410.87,6410.87,6410.87
1514851320000,6410.87,6410.87,6410.87,6410.87
1514851380000,6410.87,6410.87,6410.87,6410.87
1514851440000,6410.87,6410.87,6410.87,6410.87
1514851500000,6410.87,6410.87,6410.87,6410.87
1514851560000,6410.87,6410.87,6410.87,6410.87
1514851620000,6410.87,6410.87,6410.87,6410.87
1514851680000,6410.87,6410.87,6410.87,6410.87
1514851740000,6410.87,6410.87,6410.87,6410.87
1514851800000,6410.87,6410.87,6410.87,6410.87
1514851860000,6410.87,6410.87,6410.87,6410.87
1514851920000,6410.87,6410.87,6410.87,6410.87
1514851980000,6410.87,6410.87,6410.87,6410.87
1514852040000,6410.87,6410.87,6410.87,6410.87
1514852100000,6410.87,6410.87,6410.87,6410.87
1514852160000,6410.87,6410.87,6410.87,6410.87
1514852220000,6410.87,6410.87,6410.87,6410.87
1514852280000,6410.87,6410.87,6410.87,6410.87
1514852340000,6410.87,6410.87,6410.87,6410.87
1514852400000,6410.87,6410.87,6410.87,6410.87
1514852460000,6410.87,6410.87,6410.87,6410.87
1514852520000,6410.87,6410.87,6410.87,6410.87
1514852580000,6410.87,6410.87,6410.87,6410.87
1514852640000,6410.87,6410.87,6410.87,6410.87
1514852700000,6410.87,6410.87,6410.87,6410.87
1514852760000,6410.87,6410.87,6410.87,6410.87
1514852820000,6410.87,6410.87,6410.87,6410.87
1514852880000,6410.87,6410.87,6410.87,6410.87
1514852940000,6410.87,6410.87,6410.87,6410.87
1514853000000,6410.87,6410.87,6410.87,6410.87
1514853060000,6410.87,6410.87,6410.87,6410.87
1514853120000,6410.87,6410.87,6410.87,6410.87
1514853180000,6410.87,6410.87,6410.87,6410.87
1514853240000,6410.87,6410.87,6410.87,6410.87
1514853300000,6410.87,6410.87,6410.87,6410.87
1514853360000,6410.87,6410.87,6410.87,6410.87
1514853420000,6410.87,6410.87,6410.87,6410.87
1514853480000,6410.87,6410.87,6410.87,6410.87
1514853540000,6410.87,6410.87,6410.87,6410.87
1514853600000,6410.87,6410.87,6410.87,6410.87
1514853660000,6410.87,6410.87,6410.87,6410.87
1514853720000,6410.87,6410.87,6410.87,6410.87
1514853780000,6410.87,6410.87,6410.87,6410.87
1514853840000,6410.87,6410.87,6410.87,6410.87
1514853900000,6410.87,6410.87,6410.87,6410.87
1514853960000,6410.87,6410.87,6410.87,6410.87
1514854020000,6410.87,6410.87,6410.87,6410.87
1514854080000,6410.87,6410.87,6410.87,6410.87
1514854140000,6410.87,6410.87,6410.87,6410.87
1514854200000,6410.87,6410.87,6410.87,6410.87
1514854260000,6410.87,6410.87,6410.87,6410.87
1514854320000,6410.87,6410.87,6410.87,6410.87
1514854380000,6410.87,6410.87,6410.87,6410.87
1514854440000,6410.87,6410.87,6410.87,6410.87
1514854500000,6410.87,6410.87,6410.87,6410.87
1514854560000,6410.87,6410.87,6410.87,6410.87
1514854620000,6410.87,6410.87,6410.87,6410.87
1514854680000,6410.87,6410.87,6410.87,6410.87
1514854740000,6410.87,6410.87,6410.87,6410.87
1514854800000,6410.87,6410.87,6410.87,6410.87
1514854860000,6410.87,6410.87,6410.87,6410.87
1514854920000,6410.87,6410.87,6410.87,6410.87
1514854980000,6410.87,6410.87,6410.87,6410.87
1514855040000,6410.87,6410.87,6410.87,6410.87
1514855100000,6410.87,6410.87,6410.87,6410.87
1514855160000,6410.87,6410.87,6410.87,6410.87
1514855220000,6410.87,6410.87,6410.87,6410.87
1514855280000,6410.87,6410.87,6410.87,6410.87
1514855340000,6410.87,6410.87,6410.87,6410.87
1514855400000,6410.87,6410.87,6410.87,6410.87
1514855460000,6410.87,6410.87,6410.87,6410.87
1514855520000,6410.87,6410.87,6410.87,6410.87
1514855580000,6410.87,6410.87,6410.87,6410.87
1514855640000,6410.87,6410.87,6410.87,6410.87
1514855700000,6410.87,6410.87,6410.87,6410.87
1514855760000,6410.87,6410.87,6410.87,6410.87
1514855820000,6410.87,6410.87,6410.87,6410.87
1514855880000,6410.87,6410.87,6410.87,6410.87
1514855940000,6410.87,6410.87,6410.87,6410.87
1514856000000,6410.87,6410.87,6410.87,6410.87
1514856060000,6410.87,6410.87,6410.87,6410.87
1514856120000,6410.87,6410.87,6410.87,6410.87
1514856180000,6410.87,6410.87,6410.87,6410.87
1514856240000,6410.87,6410.87,6410.87,6410.87
1514856300000,6410.87,6410.87,6410.87,6410.87
1514856360000,6410.87,6410.87,6410.87,6410.87
1514856420000,6410.87,6410.87,6410.87,6410.87
1514856480000,6410.87,6410.87,6410.87,6410.87
1514856540000,6410.87,6410.87,6410.87,6410.87
1514856600000,6410.87,6410.87,6410.87,6410.87
1514856660000,6410.87,6410.87,6410.87,6410.87
1514856720000,6410.87,6410.87,6410.87,6410.87
1514856780000,6410.87,6410.87,6410.87,6410.87
1514856840000,6410.87,6410.87,6410.87,6410.87
1514856900000,6410.87,6410.87,6410.87,6410.87
1514856960000,6410.87,6410.87,6410.87,6410.87
1514857020000,6410.87,6410.87,6410.87,6410.87
1514857080000,6410.87,6410.87,6410.87,6410.87
1514857140000,6410.87,6410.87,6410.87,6410.87
1514857200000,6410.87,6410.87,6410.87,6410.87
1514857260000,6410.87,6410.87,6410.87,6410.87
1514857320000,6410.87,6410.87,6410.87,6410.87
1514857380000,6410.87,6410.87,6410.87,6410.87
1514857440000,6410.87,6410.87,6410.87,6410.87
1514857500000,6410.87,6410.87,6410.87,6410.87
1514857560000,6410.87,6410.87,6410.87,6410.87
1514857620000,6410.87,6410.87,6410.87,6410.87
1514857680000,6410.87,6410.87,6410.87,6410.87
1514857740000,6410.87,6410.87,6410.87,6410.87
1514857800000,6410.87,6410.87,6410.87,6410.87
1514857860000,6410.87,6410.87,6410.87,6410.87
1514857920000,6410.87,6410.87,6410.87,6410.87
1514857980000,6410.87,6410.87,6410.87,6410.87
1514858040000,6410.87,6410.87,6410.87,6410.87
1514858100000,6410.87,6410.87,6410.87,6410.87
1514858160000,6410.87,6410.87,6410.87,6410.87
1514858220000,6410.87,6410.87,6410.87,6410.87
1514858280000,6410.87,6410.87,6410.87,6410.87
1514858340000,6410.87,6410.87,6410.87,6410.87
1514858400000,6410.87,6410.87,6410.87,6410.87
1514858460000,6410.87,6410.87,6410.87,6410.87
1514858520000,6410.87,6410.87,6410.87,6410.87
1514858580000,6410.87,6410.87,6410.87,6410.87
1514858640000,6410.87,6410.87,6410.87,6410.87
1514858700000,6410.87,6410.87,6410.87,6410.87
1514858760000,6410.87,6410.87,6410.87,6410.87
1514858820000,6410.87,6410.87,6410.87,6410.87
1514858880000,6410.87,6410.87,6410.87,6410.87
1514858940000,6410.87,6410.87,6410.87,6410.87
1514859000000,6410.87,6410.87,6410.87,6410.87
1514859060000,6410.87,6410.87,6410.87,6410.87
1514859120000,6410.87,6410.87,6410.87,6410.87
1514859180000,6410.87,6410.87,6410.87,6410.87
1514859240000,6410.87,6410.87,6410.87,6410.87
1514859300000,6410.87,6410.87,6410.87,6410.87
1514859360000,6410.87,6410.87,6410.87,6410.87
1514859420000,6410.87,6410.87,6410.87,6410.87
1514859480000,6410.87,6410.87,6410.87,6410.87
1514859540000,6410.87,6410.87,6410.87,6410.87
1514859600000,6410.87,6410.87,6410.87,6410.87
1514859660000,6410.87,6410.87,6410.87,6410.87
1514859720000,6410.87,6410.87,6410.87,6410.87
1514859780000,6410.87,6410.87,6410.87,6410.87
1514859840000,6410.87,6410.87,6410.87,6410.87
1514859900000,6410.87,6410.87,6410.87,6410.87
1514859960000,6410.87,6410.87,6410.87,6410.87
1514860020000,6410.87,6410.87,6410.87,6410.87
1514860080000,6410.87,6410.87,6410.87,6410.87
1514860140000,6410.87,6410.87,6410.87,6410.87
1514860200000,6410.87,6410.87,6410.87,6410.87
1514860260000,6410.87,6410.87,6410.87,6410.87
1514860320000,6410.87,6410.87,6410.87,6410.87
1514860380000,6410.87,6410.87,6410.87,6410.87
1514860440000,6410.87,6410.87,6410.87,6410.87
1514860500000,6410.87,6410.87,6410.87,6410.87
