fecha,tod,dir,bp,pos
2016-12-19,250,-1,-6.0909097932855705,0.05471732412279853
2016-12-20,125,1,9.319077956882316,0.9279086366883158
2016-12-20,205,1,-9.096937808198025,0.875
2016-12-21,130,1,1.6947133310134093,0.830685780705201
2016-12-21,210,1,-2.80642088765175,0.8849034860270848
2016-12-22,125,1,4.657404270560894,1.0
2016-12-22,240,-1,-2.4239350559725366,0.19999999999991916
2016-12-23,125,-1,-1.6163057954928113,0.12500000000042633
2016-12-23,280,1,-5.059955924921633,0.8141694043707545
2016-12-28,145,1,-2.41091160857092,0.9326666666662883
2016-12-28,285,1,-2.2070464358677095,0.9759581052131261
2016-12-29,125,-1,7.934739054176587,0.03365544818382245
2016-12-29,350,1,-1.214797204899964,0.8407220599946801
2016-12-30,125,-1,7.94872955569943,-0.152133580705698
2016-12-30,205,-1,-3.932279884792544,0.14936077330847744
2017-01-03,125,1,12.26091659398949,0.8001998002000226
2017-01-03,205,1,-16.71069623698189,0.8928667083296299
2017-01-04,130,-1,-0.6035719135085046,0.19010361598652797
2017-01-04,210,1,-2.640095056532665,0.812769485903822
2017-01-05,155,-1,-11.56735623399423,0.0
2017-01-05,265,1,-9.324497654809738,0.9426370847224027
2017-01-06,130,-1,0.9678427226637701,0.17540842648299362
2017-01-06,235,1,1.374308377213707,0.8423047763455515
2017-01-09,135,1,-9.164992619478829,1.0
2017-01-09,215,-1,7.573332105132291,0.0
2017-01-10,130,-1,-10.05885590373583,0.188189845474817
2017-01-10,270,1,4.176322109406394,0.8232728130158216
2017-01-11,125,-1,7.542136599585758,0.12499999999943157
2017-01-11,205,-1,-15.112169204860182,0.10318523863521302
2017-01-12,135,-1,2.727344267190857,0.13029465929995532
2017-01-12,240,-1,-7.466373837407714,0.039241549876239075
2017-01-13,125,-1,-4.526399897523836,0.09764705882358606
2017-01-13,255,-1,-5.1823495399645925,0.19636087945413536
2017-01-16,130,-1,0.6987564254982818,0.1677307022633588
2017-01-16,210,-1,-13.530097098146276,0.03198859005707852
2017-01-17,125,1,-6.871894772416276,0.805362462760686
2017-01-17,205,-1,-7.897788122772242,0.08226950354609747
2017-01-18,135,-1,11.1282257569993,0.055126791620445204
2017-01-18,215,-1,-3.315468640789509,0.08307245080495577
2017-01-19,125,-1,2.5963948326727775,0.06716417910457892
2017-01-19,230,-1,6.532620979974713,0.105954825461937
2017-01-20,145,1,7.5799271557656756,0.884477967447344
2017-01-20,225,1,-5.180083603128649,0.9470163934425638
2017-01-23,140,1,-3.4503745875842813,0.9927693420102929
2017-01-23,270,1,0.7526128763494903,0.9753654886612243
2017-01-24,125,-1,2.4734713467937213,0.0
2017-01-24,260,1,3.6937801176443856,0.8285930982175972
2017-01-25,130,1,4.569716219620501,0.8692579505299204
2017-01-25,210,1,3.030069770160582,0.826438848920935
2017-01-26,140,-1,0.1493858195393386,0.14003044140019064
2017-01-26,225,-1,1.4057811706762018,0.1322067594433155
2017-01-27,130,1,-1.8449081726908285,0.9116397621070794
2017-01-27,250,-1,3.6422630929159987,0.046797541146121745
2017-01-30,130,-1,-1.6069230815514586,0.16484848484839065
2017-01-30,220,-1,1.4077799782245664,0.007946362056046114
2017-01-31,125,1,-2.6170512748831416,0.9642384105959738
2017-01-31,210,1,5.372416330740437,0.945261918775669
2017-02-01,130,-1,-6.275165099145097,0.010018954779138759
2017-02-01,265,1,-0.25800908508304377,0.8378419685160097
2017-02-02,140,-1,-15.656364865299244,0.010281923714744628
2017-02-02,220,1,-7.792298880284365,0.8378144908756628
2017-02-03,125,1,15.448647558056594,0.9809248554913864
2017-02-03,205,1,-0.21913796486709958,0.8814685605116946
2017-02-06,125,1,-3.783434009076591,0.9625167336007547
2017-02-06,215,-1,-13.717036473312616,0.18434032059185587
2017-02-07,140,1,-0.7777001200500063,0.8180815876516694
2017-02-07,235,1,12.300249145589648,0.9111306643201877
2017-02-08,125,-1,2.730828760236071,0.003075030750375959
2017-02-08,205,-1,-4.077392942451619,-0.003722887665933745
2017-02-09,140,-1,-6.364995986431632,0.1838440111420701
2017-02-09,220,-1,-0.2806354276748021,0.1828128561660531
2017-02-10,145,1,-7.798305810922823,0.8879235447437677
2017-02-10,225,-1,0.09769709809965865,0.14864864864859328
2017-02-13,130,1,4.132555158673901,0.9912974683548107
2017-02-13,300,-1,-0.937268971951832,0.07058137273952406
2017-02-14,125,1,-1.5156175800008937,1.0
2017-02-14,205,-1,-2.894461248734314,0.08945300695081865
2017-02-15,175,-1,1.6444872079328214,0.15593342981176114
2017-02-15,255,-1,1.8556440858989558,0.11357054199420712
2017-02-16,125,-1,-7.083593915612907,0.04467353951863452
2017-02-16,205,1,-7.506109427682528,0.8510515145668656
2017-02-17,125,1,1.287857076644317,0.9649122807017471
2017-02-17,210,-1,9.362037122563738,0.02291047942303266
2017-02-20,125,-1,1.1048982282117596,0.11369863013686683
2017-02-20,205,-1,6.05133945935461,-0.0270481822926261
2017-02-21,125,1,-8.534601031557498,0.8567961165048469
2017-02-21,225,1,4.033387739968264,0.8165605095540358
2017-02-22,125,1,4.717489098458438,0.8299264104663644
2017-02-22,205,1,-15.397292077730818,0.8793946449359673
