Date,Close,High,Low,Open,Volume
2001-08-27,21.856172561645508,21.898695597069533,21.818753224787894,21.898695597069533,44700
2001-08-28,21.60615348815918,21.7286150462686,21.565331671128458,21.703102383870085,319800
2001-08-29,21.50749969482422,21.669081808977943,21.481985090281174,21.660577589627277,128400
2001-08-30,21.20134735107422,21.260878848161163,21.141817800478808,21.260878848161163,36900
2001-08-31,21.25237464904785,21.286391535138225,21.158826265807786,21.19284315189816,1656900
2001-09-04,20.767623901367188,21.00574597021056,20.76762390136719,20.801640783633008,570000
2001-09-05,20.64005470275879,20.759115714431918,20.580523223676753,20.69958423534988,31500
2001-09-06,20.172311782836914,20.3253896468114,20.172311782836914,20.3253896468114,284700
2001-09-07,20.053247451782227,20.13829156049817,19.98521372200173,20.13829156049817,99900
2001-09-10,19.823633193969727,19.832139358172924,19.491964810199573,19.61102580466571,1438200
2001-09-17,18.956201553344727,19.032739554122973,18.726583658026556,18.75209632495264,170400
2001-09-18,18.80311393737793,18.922174947299414,18.70956753039677,18.78610549974499,991500
2001-09-19,18.752084732055664,18.981702485419756,18.51396276164035,18.981702485419756,435600
2001-09-20,17.935672760009766,18.250332763601914,17.935672760009766,18.250332763601914,123000
2001-09-21,17.433921813964844,17.6040082008917,16.66853015305651,16.66853015305651,110100
2001-09-24,18.24182891845703,18.275845795977286,17.918664689032504,18.029219540973337,139500
2001-09-25,18.45444107055664,18.59051054758669,18.292856985059245,18.437430682747962,151500
2001-09-26,18.547983169555664,18.616018865439955,18.488453638836432,18.616018865439955,138600
2001-09-27,18.840539932250977,18.845643633237763,18.51397314279421,18.547990030073056,662400
2001-09-28,19.20792579650879,19.24704637917938,18.995316388440298,19.032735737691937,663900
2001-10-01,19.10416603088379,19.10416603088379,18.876249485874567,18.913668823494515,432900
2001-10-02,19.171613693237305,19.1716136932373,18.90758893269379,18.90758893269379,309900
2001-10-03,19.36751937866211,19.45098371443646,18.822433872459765,18.822433872459765,398700
2001-10-04,19.573623657226562,19.674123535042217,19.350480984087586,19.537852679476256,578400
2001-10-05,19.604276657104492,19.691148436242297,19.469707662906462,19.57361499715344,274200
2001-10-08,19.48674774169922,19.63153733731008,19.350478850530163,19.372621765596385,127800
2001-10-09,19.435646057128906,19.648570089008075,19.410095641152633,19.5804336970329,2442600
2001-10-10,19.827425003051758,19.86149417381603,19.6741205574138,19.6741205574138,84600
2001-10-11,19.963699340820312,20.08974964158669,19.844462095653494,20.040352551774745,197400
2001-10-12,19.938142776489258,19.938142776489258,19.72521877229414,19.72521877229414,83400
2001-10-15,19.623014450073242,19.759285248381303,19.614495697643427,19.67411526842454,192600
2001-10-16,19.89556312561035,19.89556312561035,19.725223105089167,19.810393115349758,361800
2001-10-17,19.91259765625,20.27030937659747,19.91259765625,20.27030937659747,224700
2001-10-18,19.750774383544922,19.86149480596628,19.588951178036556,19.81039202287927,260700
2001-10-19,19.554885864257812,19.5719194771588,19.37773278121785,19.486749463281814,258000
2001-10-22,19.691152572631836,19.691152572631836,19.418610924831125,19.418610924831125,393000
2001-10-23,19.847867965698242,19.98073131113647,19.84786796569824,19.912596862000548,159300
2001-10-24,20.047163009643555,20.099967595098875,19.946663142427482,20.014799537710257,161100
2001-10-25,20.018203735351562,20.048865403559105,19.716704154111834,19.80187415510718,63900
2001-10-26,20.147653579711914,20.14765357971191,19.94665393803118,19.94665393803118,169500
2001-10-29,19.7269229888916,20.115296288145654,19.726922988891605,20.0999644806938,595500
2001-10-30,19.503786087036133,19.657090560860578,19.428836626695073,19.605989719376478,260100
2001-10-31,19.55829620361328,19.801880022425717,19.53104202914394,19.742260419252098,783000
2001-11-01,19.970510482788086,19.970510482788086,19.708187424540373,19.82742464664249,810300
2001-11-02,19.96880340576172,19.97732020953814,19.817200789672857,19.926217437508186,908700
2001-11-05,20.168100357055664,20.212388128793584,19.997760374221777,19.997760374221777,168600
2001-11-06,20.377622604370117,20.41509733318364,20.117005203243075,20.18513965608797,651300
2001-11-07,20.193655014038086,20.253272656000508,20.065900974746672,20.082934586735934,352200
2001-11-08,20.33843994140625,20.52070229440182,20.321406331698284,20.321406331698284,989400
2001-11-09,20.304372787475586,20.326517649790368,20.142551545356344,20.151068350237793,970200
