fecha,r
2012-07-31,0.002312942230895379
2012-08-31,-0.004020048817634825
2012-09-30,-0.014457765364894426
2012-10-31,-0.005872488410868358
2012-11-30,0.0066388886561134786
2012-12-31,0.003997651337257694
2013-01-31,0.008740609063746805
2013-02-28,0.0011380681094702565
2013-03-31,0.0073360752529035185
2013-04-30,0.018212468507958383
2013-05-31,0.007723023021039009
2013-06-30,0.01048795774017979
2013-07-31,0.012926908434112492
2013-08-31,-0.009543267984725625
2013-09-30,0.00035783420288230776
2013-10-31,0.009801616568150163
2013-11-30,0.015007911586954135
2013-12-31,0.01698043802899261
2014-01-31,-0.014436660470148738
2014-02-28,0.0013233991542017827
2014-03-31,-0.0021325654637102966
2014-04-30,0.0006487281142382728
2014-05-31,-0.0016770567815109622
2014-06-30,-0.0005738806450939437
2014-07-31,-0.006982287425561627
2014-08-31,0.008553444344329834
2014-09-30,-0.000934562650953224
2014-10-31,0.01018670197958071
2014-11-30,0.026966619089762306
2014-12-31,0.01496860057176859
2015-01-31,0.020715925625078794
2015-02-28,-0.004993887654837502
2015-03-31,0.011987639691221736
2015-04-30,-0.011255760131230417
2015-05-31,0.006171006646279043
2015-06-30,-0.007334529095053
2015-07-31,0.02431287704170522
2015-08-31,-0.0028852582255302884
2015-09-30,0.007256261537668884
2015-10-31,-0.008938858484732871
2015-11-30,0.012581456982910704
2015-12-31,-0.002737963369977363
2016-01-31,-0.000666077452466349
2016-02-29,-0.008107306891118637
2016-03-31,-0.02626058991982608
2016-04-30,-0.004457838640532833
2016-05-31,-0.00649793030075117
2016-06-30,0.017184974960470143
2016-07-31,0.006949908126833665
2016-08-31,-0.0043942099298324095
2016-09-30,0.005542905058149285
2016-10-31,-0.009179494442943912
2016-11-30,-0.022575373658226913
2016-12-31,-0.006679393698730371
2017-01-31,0.010660330134337453
2017-02-28,0.011068096858265467
2017-03-31,0.0037190871620806083
2017-04-30,-0.00030698912578216157
2017-05-31,0.0019530827486855015
2017-06-30,0.0002679923700171054
2017-07-31,0.013064838541713161
2017-08-31,-0.005202181933588596
2017-09-30,0.004252240993771088
2017-10-31,0.006268889328307562
2017-11-30,0.006557498133433978
2017-12-31,0.011393822463192038
2018-01-31,0.040015475877586956
2018-02-28,-0.024804681789484872
2018-03-31,-0.003377738934426151
2018-04-30,-0.007251221389816566
2018-05-31,-0.01125710258890051
2018-06-30,-0.013349952313411496
2018-07-31,0.010593559600521218
2018-08-31,0.006970072248771127
2018-09-30,0.01073287868093574
2018-10-31,-0.001079865646640633
2018-11-30,-0.009651123345589164
2018-12-31,-0.023186982540660036
2019-01-31,-0.02376178456101484
2019-02-28,0.0015442791150666213
2019-03-31,0.019148096380428813
2019-04-30,0.002810535110988705
2019-05-31,0.013914670441104402
2019-06-30,0.0013270846279410352
2019-07-31,0.00371087137160611
2019-08-31,0.03788640176943221
2019-09-30,-0.012934977829146927
2019-10-31,-0.008115529705332846
2019-11-30,0.0010833350464862874
2019-12-31,0.00611450008820847
2020-01-31,0.01797387118857281
2020-02-29,-0.007700783030315906
2020-03-31,0.005551711357210818
2020-04-30,-0.003954897605007117
2020-05-31,-0.007069491397117415
2020-06-30,-0.003086745720956895
2020-07-31,0.004175920873681714
2020-08-31,0.006770805316952691
2020-09-30,-0.01483559149687376
2020-10-31,-0.004936959378049755
2020-11-30,0.010591087201676999
2020-12-31,0.018894006969648103
2021-01-31,-0.005759244749216641
2021-02-28,-0.0050750413055058825
2021-03-31,-0.008195216774651895
2021-04-30,0.010906995873765717
2021-05-31,0.0098287773148035
2021-06-30,-0.013507384285234304
2021-07-31,-0.010268246915518175
2021-08-31,0.0009616503958092868
2021-09-30,0.004005864888501213
2021-10-31,0.015438217471399077
2021-11-30,-0.02298713120077681
2021-12-31,0.006350436004135083
2022-01-31,0.00492004945653891
2022-02-28,-0.011983467536461114
2022-03-31,0.021829506405053305
2022-04-30,0.023728738958905104
2022-05-31,-0.009277345212974282
2022-06-30,0.037723153777270806
2022-07-31,-0.016683485509050112
2022-08-31,0.02901546648419685
2022-09-30,0.03741259574091896
2022-10-31,-0.002227255688144278
2022-11-30,-0.04400526503682089
2022-12-31,-0.002704151524849123
2023-01-31,-0.028136663873500098
2023-02-28,0.006667004586001461
2023-03-31,-0.02481800702429431
2023-04-30,-0.0033722030949848263
2023-05-31,0.0030498884304998694
2023-06-30,0.0025513763180136048
2023-07-31,0.012104758004591187
2023-08-31,-0.0021620794948627267
2023-09-30,-0.01013383341654821
2023-10-31,0.005502008009484217
2023-11-30,0.01763947426449348
2023-12-31,-0.0025131924491540417
2024-01-31,-0.002858746145014712
2024-02-29,0.008401578730579892
2024-03-31,0.01527869624769885
2024-04-30,0.005679356715113315
2024-05-31,0.01359679217810029
2024-06-30,0.002981452296155686
2024-07-31,0.0008245529829997012
2024-08-31,-0.008445591643516754
2024-09-30,0.020337066160664278
2024-10-31,-0.027328035327164598
2024-11-30,-0.004959068719229433
2024-12-31,-0.004806693552011513
2025-01-31,0.012025386393124197
2025-02-28,-0.00973434710484217
2025-03-31,-0.008046615057864389
2025-04-30,0.017593742070906294
2025-05-31,0.0057592288005637255
2025-06-30,0.01532066795096578
2025-07-31,-0.007946339083985598
2025-08-31,0.01613847162319808
2025-09-30,0.017597907406230223
2025-10-31,0.007620988570655545
2025-11-30,0.010248458118856578
2025-12-31,0.012131030215159948
2026-01-31,0.026126746061239093
2026-02-28,0.011040159367124618
2026-03-31,-0.03215343736757444
2026-04-30,0.026712078810120568
2026-05-31,0.012974657077360717
2026-06-30,-0.008542531595818945
2026-07-31,-0.013066777631692603
2026-08-31,0.014043477319870698
